repo_name,file_html,cl,me,stmt_code,parent_code,code,complicate_code,temporary_flag,create_fun_flag,temprorary,func
Skater,https://github.com/oracle/Skater/tree/master/skater/core/global_interpretation/partial_dependence.py,,_compute_pd$26,"pd_dict = {column: new_row[idx] for (idx, column) in enumerate(feature_columns)}","pd_dict = {column: new_row[idx] for (idx, column) in enumerate(feature_columns)}","pd_dict = {column: new_row[idx] for (idx, column) in enumerate(feature_columns)}","pd_dict = dict()
for (idx, column) in enumerate(feature_columns):
    pd_dict[column] = new_row[idx]
",0,0,0,0
review_object_detection_metrics,https://github.com/rafaelpadilla/review_object_detection_metrics/tree/master/src/evaluators/coco_evaluator.py,,get_coco_summary$28,"max_det1 = {i: _evaluate(iou_threshold=i, max_dets=1, area_range=(0, np.inf)) for i in iou_thresholds}","max_det1 = {i: _evaluate(iou_threshold=i, max_dets=1, area_range=(0, np.inf)) for i in iou_thresholds}","max_det1 = {i: _evaluate(iou_threshold=i, max_dets=1, area_range=(0, np.inf)) for i in iou_thresholds}","max_det1 = dict()
for i in iou_thresholds:
    max_det1[i] = _evaluate(iou_threshold=i, max_dets=1, area_range=(0, np.inf))
",0,0,0,0
scanpy,https://github.com/theislab/scanpy/tree/master/scanpy/tests/test_paga.py,,test_paga_pie$53,colors['Dendritic'] = {cm.Set2(_): 0.25 for _ in range(4)},colors['Dendritic'] = {cm.Set2(_): 0.25 for _ in range(4)},colors['Dendritic'] = {cm.Set2(_): 0.25 for _ in range(4)},"colors['Dendritic'] = dict()
for _ in range(4):
    colors['Dendritic'][cm.Set2(_)] = 0.25
",0,0,0,0
MillionHeroAssistant,https://github.com/smileboywtu/MillionHeroAssistant/tree/master/core/crawler/pmi.py,,sougou_count$57,return {ans: resp.text.count(ans) for ans in answers},return {ans: resp.text.count(ans) for ans in answers},return {ans: resp.text.count(ans) for ans in answers},"tmp_DictComp0 = dict()
for ans in answers:
    tmp_DictComp0[ans] = resp.text.count(ans)
return tmp_DictComp0",1,0,1,0
transformers,https://github.com/huggingface/transformers/tree/master/examples/tensorflow/text-classification/run_text_classification.py,,main$187,"label_to_id = {v: i for (i, v) in enumerate(label_list)}","label_to_id = {v: i for (i, v) in enumerate(label_list)}","label_to_id = {v: i for (i, v) in enumerate(label_list)}","label_to_id = dict()
for (i, v) in enumerate(label_list):
    label_to_id[v] = i
",0,0,0,0
LightAutoML,https://github.com/sberbank-ai-lab/LightAutoML/tree/master/lightautoml/tasks/losses/lgb.py,LGBLoss,__init__$139,loss_params = {param_mapping[x]: loss_params[x] for x in loss_params},loss_params = {param_mapping[x]: loss_params[x] for x in loss_params},loss_params = {param_mapping[x]: loss_params[x] for x in loss_params},"tmp_DictComp0 = dict()
for x in loss_params:
    tmp_DictComp0[param_mapping[x]] = loss_params[x]
loss_params = tmp_DictComp0",1,0,1,0
FastSpeech,https://github.com/xcmyz/FastSpeech/tree/master/text/cmudict.py,CMUDict,__init__$22,"entries = {word: pron for (word, pron) in entries.items() if len(pron) == 1}","entries = {word: pron for (word, pron) in entries.items() if len(pron) == 1}","entries = {word: pron for (word, pron) in entries.items() if len(pron) == 1}","tmp_DictComp0 = dict()
for (word, pron) in entries.items():
    if len(pron) == 1:
        tmp_DictComp0[word] = pron
entries = tmp_DictComp0",1,0,1,0
imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn/tree/master/imblearn/utils/_validation.py,,_sampling_strategy_all$159,"sampling_strategy = {key: n_sample_majority - value for (key, value) in target_stats.items()}","sampling_strategy = {key: n_sample_majority - value for (key, value) in target_stats.items()}","sampling_strategy = {key: n_sample_majority - value for (key, value) in target_stats.items()}","sampling_strategy = dict()
for (key, value) in target_stats.items():
    sampling_strategy[key] = n_sample_majority - value
",0,0,0,0
GitHubPoster,https://github.com/yihong0618/GitHubPoster/tree/master/github_poster/cli.py,,run$20,"number_by_date_dict = {k: v for (k, v) in tracks.items() if k[:4] == str(year)}","number_by_date_dict = {k: v for (k, v) in tracks.items() if k[:4] == str(year)}","number_by_date_dict = {k: v for (k, v) in tracks.items() if k[:4] == str(year)}","number_by_date_dict = dict()
for (k, v) in tracks.items():
    if k[:4] == str(year):
        number_by_date_dict[k] = v
",0,0,0,0
gnes,https://github.com/gnes-ai/gnes/tree/master/gnes/client/base.py,ResponseHandler,__init__$31,"self.routes = {k: v for (k, v) in h.routes.items()} if h else {}","{k: v for (k, v) in h.routes.items()} if h else {}","{k: v for (k, v) in h.routes.items()} if h else {}","def my_comprehension_func(h):
    tmp_DictComp0 = dict()
    for (k, v) in h.routes.items():
        tmp_DictComp0[k] = v
    return tmp_DictComp0
self.routes = my_comprehension_func(h) if h else {}",1,1,1,1
kale,https://github.com/kubeflow-kale/kale/tree/master/backend/kale/common/kfputils.py,,get_kfp_run_metrics$346,return {metric.name: metric.number_value for metric in run_metrics},return {metric.name: metric.number_value for metric in run_metrics},return {metric.name: metric.number_value for metric in run_metrics},"tmp_DictComp0 = dict()
for metric in run_metrics:
    tmp_DictComp0[metric.name] = metric.number_value
return tmp_DictComp0",1,0,1,0
GANTheftAuto,https://github.com/Sentdex/GANTheftAuto/tree/master/simulator_model/rendering_engine.py,,G_arch$52,"arch['84x84'] = {'in_channels': [ch * item for item in [16, 8, 4]], 'out_channels': [ch * item for item in [8, 4, 2]], 'upsample': [True] * 3, 'resolution': [16, 32, 64], 'attention': {2 ** i: 2 ** i in [int(item) for item in attention.split('_')] for i in range(4, 7)}}","{'in_channels': [ch * item for item in [16, 8, 4]], 'out_channels': [ch * item for item in [8, 4, 2]], 'upsample': [True] * 3, 'resolution': [16, 32, 64], 'attention': {2 ** i: 2 ** i in [int(item) for item in attention.split('_')] for i in range(4, 7)}}","{'in_channels': [ch * item for item in [16, 8, 4]], 'out_channels': [ch * item for item in [8, 4, 2]], 'upsample': [True] * 3, 'resolution': [16, 32, 64], 'attention': {2 ** i: 2 ** i in [int(item) for item in attention.split('_')] for i in range(4, 7)}}","tmp_DictComp0 = dict()
for i in range(4, 7):
    tmp_DictComp0[2 ** i] = 2 ** i in [int(item) for item in attention.split('_')]
arch['84x84'] = {'in_channels': [ch * item for item in [16, 8, 4]], 'out_channels': [ch * item for item in [8, 4, 2]], 'upsample': [True] * 3, 'resolution': [16, 32, 64], 'attention': tmp_DictComp0}",1,0,1,0
ActionAI,https://github.com/smellslikeml/ActionAI/tree/master/examples/yogai/demo.py,motionClassifier,__init__$16,"self.move_dict = {idx: val for (idx, val) in enumerate(self.move_lst)}","self.move_dict = {idx: val for (idx, val) in enumerate(self.move_lst)}","self.move_dict = {idx: val for (idx, val) in enumerate(self.move_lst)}","tmp_DictComp0 = dict()
for (idx, val) in enumerate(self.move_lst):
    tmp_DictComp0[idx] = val
self.move_dict = tmp_DictComp0",1,0,1,0
mlrun,https://github.com/mlrun/mlrun/tree/master/mlrun/api/db/sqldb/db.py,SQLDB,list_artifacts$603,indexed_artifacts = {f'{artifact.key}-{artifact.uid}': artifact for artifact in artifact_records},indexed_artifacts = {f'{artifact.key}-{artifact.uid}': artifact for artifact in artifact_records},indexed_artifacts = {f'{artifact.key}-{artifact.uid}': artifact for artifact in artifact_records},"indexed_artifacts = dict()
for artifact in artifact_records:
    indexed_artifacts[f'{artifact.key}-{artifact.uid}'] = artifact
",0,0,0,0
nextcord,https://github.com/nextcord/nextcord/tree/master/nextcord/http.py,Route,__init__$134,"url = url.format_map({k: _uriquote(v) if isinstance(v, str) else v for (k, v) in parameters.items()})","url.format_map({k: _uriquote(v) if isinstance(v, str) else v for (k, v) in parameters.items()})","url.format_map({k: _uriquote(v) if isinstance(v, str) else v for (k, v) in parameters.items()})","tmp_DictComp0 = dict()
for (k, v) in parameters.items():
    tmp_DictComp0[k] = _uriquote(v) if isinstance(v, str) else v
url = url.format_map(tmp_DictComp0)",1,0,1,0
PVT,https://github.com/whai362/PVT/tree/master/classification/engine.py,,train_one_epoch$19,"return {k: meter.global_avg for (k, meter) in metric_logger.meters.items()}","return {k: meter.global_avg for (k, meter) in metric_logger.meters.items()}","return {k: meter.global_avg for (k, meter) in metric_logger.meters.items()}","tmp_DictComp0 = dict()
for (k, meter) in metric_logger.meters.items():
    tmp_DictComp0[k] = meter.global_avg
return tmp_DictComp0",1,0,1,0
raster-vision,https://github.com/azavea/raster-vision/tree/master/rastervision_core/rastervision/core/evaluation/classification_evaluation.py,ClassificationEvaluation,to_json$45,"per_scene_evals = {scene_id: eval.to_json() for (scene_id, eval) in self.scene_to_eval.items()}","per_scene_evals = {scene_id: eval.to_json() for (scene_id, eval) in self.scene_to_eval.items()}","per_scene_evals = {scene_id: eval.to_json() for (scene_id, eval) in self.scene_to_eval.items()}","per_scene_evals = dict()
for (scene_id, eval) in self.scene_to_eval.items():
    per_scene_evals[scene_id] = eval.to_json()
",0,0,0,0
motor,https://github.com/mongodb/motor/tree/master/motor/metaprogramming.py,,method$42,"unwrapped_kwargs = {key: obj.delegate if obj.__class__.__name__.endswith('MotorClientSession') else obj for (key, obj) in kwargs.items()}","unwrapped_kwargs = {key: obj.delegate if obj.__class__.__name__.endswith('MotorClientSession') else obj for (key, obj) in kwargs.items()}","unwrapped_kwargs = {key: obj.delegate if obj.__class__.__name__.endswith('MotorClientSession') else obj for (key, obj) in kwargs.items()}","unwrapped_kwargs = dict()
for (key, obj) in kwargs.items():
    unwrapped_kwargs[key] = obj.delegate if obj.__class__.__name__.endswith('MotorClientSession') else obj
",0,0,0,0
icevision,https://github.com/airctic/icevision/tree/master/icevision/models/interpretation.py,,_get_info$269,"d = {k: v for (k, v) in sample.losses.items() if 'loss' in k}","d = {k: v for (k, v) in sample.losses.items() if 'loss' in k}","d = {k: v for (k, v) in sample.losses.items() if 'loss' in k}","d = dict()
for (k, v) in sample.losses.items():
    if 'loss' in k:
        d[k] = v
",0,0,0,0
differentiable_volumetric_rendering,https://github.com/autonomousvision/differentiable_volumetric_rendering/tree/master/im2mesh/training.py,BaseTrainer,evaluate$11,"eval_dict = {k: np.mean(v) for (k, v) in eval_list.items()}","eval_dict = {k: np.mean(v) for (k, v) in eval_list.items()}","eval_dict = {k: np.mean(v) for (k, v) in eval_list.items()}","eval_dict = dict()
for (k, v) in eval_list.items():
    eval_dict[k] = np.mean(v)
",0,0,0,0
horovod,https://github.com/horovod/horovod/tree/master/test/parallel/test_tensorflow2_keras.py,Tf2KerasTests,test_partial_distributed_optimizer$527,"var_grad_tape = {var.ref(): grad for (var, grad) in zip(model.trainable_weights, gradients_tape)}","var_grad_tape = {var.ref(): grad for (var, grad) in zip(model.trainable_weights, gradients_tape)}","var_grad_tape = {var.ref(): grad for (var, grad) in zip(model.trainable_weights, gradients_tape)}","var_grad_tape = dict()
for (var, grad) in zip(model.trainable_weights, gradients_tape):
    var_grad_tape[var.ref()] = grad
",0,0,0,0
salt,https://github.com/saltstack/salt/tree/master/tests/unit/modules/test_virt.py,VirtTestCase,test_gen_xml_cpu_numa$676,"self.assertEqual({d.get('id'): d.get('value') for d in cell1.findall('distances/sibling')}, {'0': '20', '1': '10'})","self.assertEqual({d.get('id'): d.get('value') for d in cell1.findall('distances/sibling')}, {'0': '20', '1': '10'})","self.assertEqual({d.get('id'): d.get('value') for d in cell1.findall('distances/sibling')}, {'0': '20', '1': '10'})","tmp_DictComp0 = dict()
for d in cell1.findall('distances/sibling'):
    tmp_DictComp0[d.get('id')] = d.get('value')
self.assertEqual(tmp_DictComp0, {'0': '20', '1': '10'})",1,0,1,0
accelerate,https://github.com/huggingface/accelerate/tree/master/src/accelerate/test_utils/training.py,,mocked_dataloaders$51,"label_to_id = {v: i for (i, v) in enumerate(label_list)}","label_to_id = {v: i for (i, v) in enumerate(label_list)}","label_to_id = {v: i for (i, v) in enumerate(label_list)}","label_to_id = dict()
for (i, v) in enumerate(label_list):
    label_to_id[v] = i
",0,0,0,0
edx-platform,https://github.com/edx/edx-platform/tree/master/lms/djangoapps/courseware/tests/test_module_render.py,TestFilteredChildren,setUp$2474,self.users = {number: UserFactory() for number in USER_NUMBERS},self.users = {number: UserFactory() for number in USER_NUMBERS},self.users = {number: UserFactory() for number in USER_NUMBERS},"self.users = dict()
for number in USER_NUMBERS:
    self.users[number] = UserFactory()
",0,0,0,0
causalml,https://github.com/uber/causalml/tree/master/causalml/inference/meta/drlearner.py,BaseDRLearner,fit$89,self.propensity = {group: np.zeros(y.shape[0]) for group in self.t_groups},self.propensity = {group: np.zeros(y.shape[0]) for group in self.t_groups},self.propensity = {group: np.zeros(y.shape[0]) for group in self.t_groups},"tmp_DictComp0 = dict()
for group in self.t_groups:
    tmp_DictComp0[group] = np.zeros(y.shape[0])
self.propensity = tmp_DictComp0",1,0,1,0
KILT,https://github.com/facebookresearch/KILT/tree/master/kilt/readers/fid/postprocess.py,,convert_to_kilt$12,datadict = {ex['id']: ex for ex in data},datadict = {ex['id']: ex for ex in data},datadict = {ex['id']: ex for ex in data},"datadict = dict()
for ex in data:
    datadict[ex['id']] = ex
",0,0,0,0
exbert,https://github.com/bhoov/exbert/tree/master/server/utils/token_processing.py,TokenAligner,meta_hdf5_to_obj$121,out = {k: [] for k in keys},out = {k: [] for k in keys},out = {k: [] for k in keys},"out = dict()
for k in keys:
    out[k] = []
",0,0,0,0
qtile,https://github.com/qtile/qtile/tree/master/libqtile/widget/prompt.py,Prompt,_configure$392,printables = {x: self._write_char for x in range(127) if chr(x) in string.printable},printables = {x: self._write_char for x in range(127) if chr(x) in string.printable},printables = {x: self._write_char for x in range(127) if chr(x) in string.printable},"printables = dict()
for x in range(127):
    if chr(x) in string.printable:
        printables[x] = self._write_char
",0,0,0,0
requests,https://github.com/psf/requests/tree/master/requests/models.py,Response,__getstate__$659,"return {attr: getattr(self, attr, None) for attr in self.__attrs__}","return {attr: getattr(self, attr, None) for attr in self.__attrs__}","return {attr: getattr(self, attr, None) for attr in self.__attrs__}","tmp_DictComp0 = dict()
for attr in self.__attrs__:
    tmp_DictComp0[attr] = getattr(self, attr, None)
return tmp_DictComp0",1,0,1,0
qiskit-terra,https://github.com/Qiskit/qiskit-terra/tree/master/qiskit/quantum_info/operators/symplectic/base_pauli.py,BasePauli,_append_circuit$498,"bit_indices = {bit: index for bits in [flat_instr.qubits, flat_instr.clbits] for (index, bit) in enumerate(bits)}","bit_indices = {bit: index for bits in [flat_instr.qubits, flat_instr.clbits] for (index, bit) in enumerate(bits)}","bit_indices = {bit: index for bits in [flat_instr.qubits, flat_instr.clbits] for (index, bit) in enumerate(bits)}","bit_indices = dict()
for bits in [flat_instr.qubits, flat_instr.clbits]:
    for (index, bit) in enumerate(bits):
        bit_indices[bit] = index
",0,0,0,0
pretix,https://github.com/pretix/pretix/tree/master/src/pretix/api/views/event.py,EventViewSet,perform_update$187,disabled = {m: 'disabled' for m in current_plugins_value if m not in updated_plugins_value},disabled = {m: 'disabled' for m in current_plugins_value if m not in updated_plugins_value},disabled = {m: 'disabled' for m in current_plugins_value if m not in updated_plugins_value},"disabled = dict()
for m in current_plugins_value:
    if m not in updated_plugins_value:
        disabled[m] = 'disabled'
",0,0,0,0
checkmk,https://github.com/tribe29/checkmk/tree/master/tests/unit/cmk/base/plugins/agent_based/test_juniper_trpz_aps_sessions.py,,test_discovery_juniper_trpz_aps_sessions$217,"services = {node_name: [service.item for service in discovery_juniper_trpz_aps_sessions(section)] for (node_name, section) in node_sections.items()}","services = {node_name: [service.item for service in discovery_juniper_trpz_aps_sessions(section)] for (node_name, section) in node_sections.items()}","services = {node_name: [service.item for service in discovery_juniper_trpz_aps_sessions(section)] for (node_name, section) in node_sections.items()}","services = dict()
for (node_name, section) in node_sections.items():
    services[node_name] = [service.item for service in discovery_juniper_trpz_aps_sessions(section)]
",0,0,0,0
YOLOF,https://github.com/megvii-model/YOLOF/tree/master/cvpods/analyser/tide/quantify.py,TIDE,get_main_errors$714,"errors[run_name] = {error.short_name: value for (error, value) in run.fix_main_errors().items()}","errors[run_name] = {error.short_name: value for (error, value) in run.fix_main_errors().items()}","errors[run_name] = {error.short_name: value for (error, value) in run.fix_main_errors().items()}","errors[run_name] = dict()
for (error, value) in run.fix_main_errors().items():
    errors[run_name][error.short_name] = value
",0,0,0,0
udiskie,https://github.com/coldfix/udiskie/tree/master/udiskie/notify.py,Notify,__init__$35,"self.events = {event: getattr(self, event) for event in self.EVENTS if self._enabled(event)}","self.events = {event: getattr(self, event) for event in self.EVENTS if self._enabled(event)}","self.events = {event: getattr(self, event) for event in self.EVENTS if self._enabled(event)}","tmp_DictComp0 = dict()
for event in self.EVENTS:
    if self._enabled(event):
        tmp_DictComp0[event] = getattr(self, event)
self.events = tmp_DictComp0",1,0,1,0
accelerate,https://github.com/huggingface/accelerate/tree/master/src/accelerate/accelerator.py,Accelerator,prepare$801,"mapping = {p: new_named_params[n] for (n, p) in old_named_params.items()}","mapping = {p: new_named_params[n] for (n, p) in old_named_params.items()}","mapping = {p: new_named_params[n] for (n, p) in old_named_params.items()}","mapping = dict()
for (n, p) in old_named_params.items():
    mapping[p] = new_named_params[n]
",0,0,0,0
nuscenes-devkit,https://github.com/nutonomy/nuscenes-devkit/tree/master/python-sdk/nuscenes/tests/test_predict_helper.py,MockNuScenes,__init__$16,self._sample = {r['token']: r for r in samples},self._sample = {r['token']: r for r in samples},self._sample = {r['token']: r for r in samples},"self._sample = dict()
for r in samples:
    self._sample[r['token']] = r
",0,0,0,0
airflow,https://github.com/apache/airflow/tree/master/airflow/task/task_runner/cgroup_task_runner.py,CgroupTaskRunner,_create_cgroup$75,name_to_node = {x.name.decode(): x for x in node.children},name_to_node = {x.name.decode(): x for x in node.children},name_to_node = {x.name.decode(): x for x in node.children},"name_to_node = dict()
for x in node.children:
    name_to_node[x.name.decode()] = x
",0,0,0,0
river,https://github.com/online-ml/river/tree/master/river/naive_bayes/complement.py,ComplementNB,learn_many$188,"self.feature_totals.update({c: count.item() for (c, count) in zip(columns, np.array(fc.sum(axis=0)).flatten())})","self.feature_totals.update({c: count.item() for (c, count) in zip(columns, np.array(fc.sum(axis=0)).flatten())})","self.feature_totals.update({c: count.item() for (c, count) in zip(columns, np.array(fc.sum(axis=0)).flatten())})","tmp_DictComp0 = dict()
for (c, count) in zip(columns, np.array(fc.sum(axis=0)).flatten()):
    tmp_DictComp0[c] = count.item()
self.feature_totals.update(tmp_DictComp0)",1,0,1,0
DeepPavlov,https://github.com/deepmipt/DeepPavlov/tree/master/deeppavlov/core/commands/train.py,,train_evaluate_model_from_config$69,"res = {k: v['metrics'] for (k, v) in res.items()}","res = {k: v['metrics'] for (k, v) in res.items()}","res = {k: v['metrics'] for (k, v) in res.items()}","tmp_DictComp0 = dict()
for (k, v) in res.items():
    tmp_DictComp0[k] = v['metrics']
res = tmp_DictComp0",1,0,1,0
PettingZoo,https://github.com/Farama-Foundation/PettingZoo/tree/master/pettingzoo/classic/connect_four/connect_four.py,raw_env,reset$206,self.terminations = {i: False for i in self.agents},self.terminations = {i: False for i in self.agents},self.terminations = {i: False for i in self.agents},"tmp_DictComp0 = dict()
for i in self.agents:
    tmp_DictComp0[i] = False
self.terminations = tmp_DictComp0",1,0,1,0
haystack,https://github.com/deepset-ai/haystack/tree/master/haystack/modeling/data_handler/data_silo.py,DistillationDataSilo,_pass_batches$767,"batch_dict = {key: tensor.to(self.device) for (key, tensor) in zip(tensor_names, batch_transposed_list)}","batch_dict = {key: tensor.to(self.device) for (key, tensor) in zip(tensor_names, batch_transposed_list)}","batch_dict = {key: tensor.to(self.device) for (key, tensor) in zip(tensor_names, batch_transposed_list)}","batch_dict = dict()
for (key, tensor) in zip(tensor_names, batch_transposed_list):
    batch_dict[key] = tensor.to(self.device)
",0,0,0,0
stn-ocr,https://github.com/Bartzi/stn-ocr/tree/master/mxnet/eval_text_recognition_model.py,,if_main_my$78,"reverse_char_map = {v: k for (k, v) in char_map.items()}","reverse_char_map = {v: k for (k, v) in char_map.items()}","reverse_char_map = {v: k for (k, v) in char_map.items()}","reverse_char_map = dict()
for (k, v) in char_map.items():
    reverse_char_map[v] = k
",0,0,0,0
splinter,https://github.com/cobrateam/splinter/tree/master/splinter/driver/djangoclient.py,CookieManager,__eq__$53,"cookies_dict = {key: morsel.value for (key, morsel) in self.driver.cookies.items()}","cookies_dict = {key: morsel.value for (key, morsel) in self.driver.cookies.items()}","cookies_dict = {key: morsel.value for (key, morsel) in self.driver.cookies.items()}","cookies_dict = dict()
for (key, morsel) in self.driver.cookies.items():
    cookies_dict[key] = morsel.value
",0,0,0,0
Paddle,https://github.com/PaddlePaddle/Paddle/tree/master/python/paddle/fluid/tests/unittests/test_argsort_op.py,TestArgsortOpCPU,forward$104,"self.feed_map = {x: create_tensor(getattr(self.py_argsort, x), self.place) for x in self.feed_data_field}","self.feed_map = {x: create_tensor(getattr(self.py_argsort, x), self.place) for x in self.feed_data_field}","self.feed_map = {x: create_tensor(getattr(self.py_argsort, x), self.place) for x in self.feed_data_field}","tmp_DictComp0 = dict()
for x in self.feed_data_field:
    tmp_DictComp0[x] = create_tensor(getattr(self.py_argsort, x), self.place)
self.feed_map = tmp_DictComp0",1,0,1,0
praw,https://github.com/praw-dev/praw/tree/master/praw/models/inbox.py,Inbox,message$185,messages = {message.fullname: message for message in [listing[0]] + listing[0].replies},messages = {message.fullname: message for message in [listing[0]] + listing[0].replies},messages = {message.fullname: message for message in [listing[0]] + listing[0].replies},"messages = dict()
for message in [listing[0]] + listing[0].replies:
    messages[message.fullname] = message
",0,0,0,0
allennlp,https://github.com/allenai/allennlp/tree/master/tests/fairness/bias_metrics_test.py,AssociationWithoutGroundTruthTest,test_pmi_unmasked_computation$193,"test_pairwise_pmi_gaps = {k1: {k2: [e if not math.isnan(e) else np.nan for e in v2.tolist()] for (k2, v2) in v1.items()} for (k1, v1) in pairwise_pmi.get_metric(reset=True).items()}","test_pairwise_pmi_gaps = {k1: {k2: [e if not math.isnan(e) else np.nan for e in v2.tolist()] for (k2, v2) in v1.items()} for (k1, v1) in pairwise_pmi.get_metric(reset=True).items()}","test_pairwise_pmi_gaps = {k1: {k2: [e if not math.isnan(e) else np.nan for e in v2.tolist()] for (k2, v2) in v1.items()} for (k1, v1) in pairwise_pmi.get_metric(reset=True).items()}","test_pairwise_pmi_gaps = dict()
for (k1, v1) in pairwise_pmi.get_metric(reset=True).items():
    test_pairwise_pmi_gaps[k1] = {k2: [e if not math.isnan(e) else np.nan for e in v2.tolist()] for (k2, v2) in v1.items()}
",0,0,0,0
deep-ctr-prediction,https://github.com/qiaoguan/deep-ctr-prediction/tree/master/DeepFM/input_fn.py,,parse_tfrecord$85,StringVarLenFeatures = {key: tf.VarLenFeature(dtype=tf.string) for key in StringVarLenFeatureColumns},StringVarLenFeatures = {key: tf.VarLenFeature(dtype=tf.string) for key in StringVarLenFeatureColumns},StringVarLenFeatures = {key: tf.VarLenFeature(dtype=tf.string) for key in StringVarLenFeatureColumns},"StringVarLenFeatures = dict()
for key in StringVarLenFeatureColumns:
    StringVarLenFeatures[key] = tf.VarLenFeature(dtype=tf.string)
",0,0,0,0
pytorch-image-models,https://github.com/rwightman/pytorch-image-models/tree/master/timm/models/features.py,FeatureInfo,get_dicts$49,return [{k: self.info[i][k] for k in keys} for i in self.out_indices],[{k: self.info[i][k] for k in keys} for i in self.out_indices],[{k: self.info[i][k] for k in keys} for i in self.out_indices],"def my_comprehension_func(i, self):
    tmp_DictComp0 = dict()
    for k in keys:
        tmp_DictComp0[k] = self.info[i][k]
    return tmp_DictComp0
return [{k: self.info[i][k] for k in keys} for i in self.out_indices]",1,1,1,1
cloud-custodian,https://github.com/cloud-custodian/cloud-custodian/tree/master/tests/test_s3.py,S3Test,test_s3_remove_tag$3204,"tag_map = {t['Key']: t['Value'] for t in tags.get('TagSet', {})}","tag_map = {t['Key']: t['Value'] for t in tags.get('TagSet', {})}","tag_map = {t['Key']: t['Value'] for t in tags.get('TagSet', {})}","tag_map = dict()
for t in tags.get('TagSet', {}):
    tag_map[t['Key']] = t['Value']
",0,0,0,0
freeipa,https://github.com/freeipa/freeipa/tree/master/ipatests/test_ipalib/test_text.py,test_TestLang,setup_lang$55,os.environ.update({env_var: self.lang for env_var in self.lang_env_vars}),os.environ.update({env_var: self.lang for env_var in self.lang_env_vars}),os.environ.update({env_var: self.lang for env_var in self.lang_env_vars}),"tmp_DictComp0 = dict()
for env_var in self.lang_env_vars:
    tmp_DictComp0[env_var] = self.lang
os.environ.update(tmp_DictComp0)",1,0,1,0
SMARTS,https://github.com/huawei-noah/SMARTS/tree/master/smarts/env/rllib_hiway_env.py,RLlibHiWayEnv,step$98,"scores = {agent_id: score for (agent_id, score) in extras['scores'].items() if agent_id in agent_actions}","scores = {agent_id: score for (agent_id, score) in extras['scores'].items() if agent_id in agent_actions}","scores = {agent_id: score for (agent_id, score) in extras['scores'].items() if agent_id in agent_actions}","scores = dict()
for (agent_id, score) in extras['scores'].items():
    if agent_id in agent_actions:
        scores[agent_id] = score
",0,0,0,0
alphafold,https://github.com/deepmind/alphafold/tree/master/alphafold/model/modules_multimer.py,AlphaFoldIteration,__call__$307,"representations = {k: jnp.zeros(v.shape, v.dtype) for (k, v) in repr_shape.items()}","representations = {k: jnp.zeros(v.shape, v.dtype) for (k, v) in repr_shape.items()}","representations = {k: jnp.zeros(v.shape, v.dtype) for (k, v) in repr_shape.items()}","representations = dict()
for (k, v) in repr_shape.items():
    representations[k] = jnp.zeros(v.shape, v.dtype)
",0,0,0,0
mycroft-core,https://github.com/MycroftAI/mycroft-core/tree/master/mycroft/audio/services/mopidy/mopidypost.py,Mopidy,get_gmusic_albums$197,return {e.split(' - ')[1]: p[e] for e in p},return {e.split(' - ')[1]: p[e] for e in p},return {e.split(' - ')[1]: p[e] for e in p},"tmp_DictComp0 = dict()
for e in p:
    tmp_DictComp0[e.split(' - ')[1]] = p[e]
return tmp_DictComp0",1,0,1,0
horizon,https://github.com/openstack/horizon/tree/master/openstack_dashboard/dashboards/identity/projects/tests.py,UpdateQuotasWorkflowTests,_test_update_quotas_save$1025,neutron_updated_quota = {key: updated_quota[key] for key in quotas.NEUTRON_QUOTA_FIELDS},neutron_updated_quota = {key: updated_quota[key] for key in quotas.NEUTRON_QUOTA_FIELDS},neutron_updated_quota = {key: updated_quota[key] for key in quotas.NEUTRON_QUOTA_FIELDS},"neutron_updated_quota = dict()
for key in quotas.NEUTRON_QUOTA_FIELDS:
    neutron_updated_quota[key] = updated_quota[key]
",0,0,0,0
dulwich,https://github.com/dulwich/dulwich/tree/master/dulwich/tests/test_diff_tree.py,RenameDetectionTest,assertBlockCountEqual$644,"self.assertEqual({hash(l) & 4294967295: c for (l, c) in expected.items()}, {h & 4294967295: c for (h, c) in got.items()})","self.assertEqual({hash(l) & 4294967295: c for (l, c) in expected.items()}, {h & 4294967295: c for (h, c) in got.items()})","self.assertEqual({hash(l) & 4294967295: c for (l, c) in expected.items()}, {h & 4294967295: c for (h, c) in got.items()})","tmp_DictComp0 = dict()
for (l, c) in expected.items():
    tmp_DictComp0[hash(l) & 4294967295] = c
self.assertEqual(tmp_DictComp0, {h & 4294967295: c for (h, c) in got.items()})",1,0,1,0
sweetviz,https://github.com/fbdesignpro/sweetviz/tree/master/sweetviz/graph_associations.py,,heatmap$230,y_to_num = {p[1]: p[0] for p in enumerate(y_names)},y_to_num = {p[1]: p[0] for p in enumerate(y_names)},y_to_num = {p[1]: p[0] for p in enumerate(y_names)},"y_to_num = dict()
for p in enumerate(y_names):
    y_to_num[p[1]] = p[0]
",0,0,0,0
