repo_name,file_html,cl,me,stmt_code,parent_code,code,complicate_code,temporary_flag,create_fun_flag,tempor,func
checkov,https://github.com/bridgecrewio/checkov/tree/master/tests/arm/checks/resource/test_AppServiceMinTLSVersion.py,TestAppServiceMinTLSVersion,test_summary$10,passed_check_resources = {c.resource for c in report.passed_checks},passed_check_resources = {c.resource for c in report.passed_checks},passed_check_resources = {c.resource for c in report.passed_checks},"passed_check_resources = set()
for c in report.passed_checks:
    passed_check_resources.add(c.resource)
",0,0,0,0
mkosi,https://github.com/systemd/mkosi/tree/master/tests/conftest.py,DictDiffer,invalid$24,inva = {o for o in self.intersect if self.expected_dict[o] != self.current_dict[o]},inva = {o for o in self.intersect if self.expected_dict[o] != self.current_dict[o]},inva = {o for o in self.intersect if self.expected_dict[o] != self.current_dict[o]},"inva = set()
for o in self.intersect:
    if self.expected_dict[o] != self.current_dict[o]:
        inva.add(o)
",0,0,0,0
cartography,https://github.com/lyft/cartography/tree/master/tests/integration/cartography/data/jobs/test_cleanup_jobs.py,,test_run_cleanup_job_iterative_multiple_batches$109,actual_nodes = {n['n.id'] for n in nodes},actual_nodes = {n['n.id'] for n in nodes},actual_nodes = {n['n.id'] for n in nodes},"actual_nodes = set()
for n in nodes:
    actual_nodes.add(n['n.id'])
",0,0,0,0
checkmk,https://github.com/tribe29/checkmk/tree/master/cmk/update_config.py,UpdateConfig,_extract_disabled_snmp_sections_from_ignored_checks$442,disabled = {CheckPluginName(n) for n in rule.value},disabled = {CheckPluginName(n) for n in rule.value},disabled = {CheckPluginName(n) for n in rule.value},"disabled = set()
for n in rule.value:
    disabled.add(CheckPluginName(n))
",0,0,0,0
streamlit,https://github.com/streamlit/streamlit/tree/master/lib/streamlit/watcher/local_sources_watcher.py,LocalSourcesWatcher,_exclude_blacklisted_paths$152,return {p for p in paths if not self._folder_black_list.is_blacklisted(p)},return {p for p in paths if not self._folder_black_list.is_blacklisted(p)},return {p for p in paths if not self._folder_black_list.is_blacklisted(p)},"tmp_SetComp0 = set()
for p in paths:
    if not self._folder_black_list.is_blacklisted(p):
        tmp_SetComp0.add(p)
return tmp_SetComp0",1,0,1,0
hypothesis,https://github.com/HypothesisWorks/hypothesis/tree/master/hypothesis-python/src/hypothesis/internal/conjecture/datatree.py,TreeNode,split_at$144,self.__forced = {j for j in self.__forced if j < i},self.__forced = {j for j in self.__forced if j < i},self.__forced = {j for j in self.__forced if j < i},"tmp_SetComp0 = set()
for j in self.__forced:
    if j < i:
        tmp_SetComp0.add(j)
self.__forced = tmp_SetComp0",1,0,1,0
pynguin,https://github.com/se2p/pynguin/tree/master/tests/generation/algorithms/test_dynamosastrategy.py,,test_fitness_graph_no_structural_children$60,assert {ff.goal for ff in ffgraph.get_structural_children(target)} == set(),{ff.goal for ff in ffgraph.get_structural_children(target)} == set(),{ff.goal for ff in ffgraph.get_structural_children(target)} == set(),"tmp_SetComp0 = set()
for ff in ffgraph.get_structural_children(target):
    tmp_SetComp0.add(ff.goal)
assert tmp_SetComp0 == set()",1,0,1,0
checkov,https://github.com/bridgecrewio/checkov/tree/master/tests/terraform/checks/resource/gcp/test_GoogleKMSKeyRotationPeriod.py,TestGoogleKMSKeyRotationPeriod,test$10,passed_check_resources = {c.resource for c in report.passed_checks},passed_check_resources = {c.resource for c in report.passed_checks},passed_check_resources = {c.resource for c in report.passed_checks},"passed_check_resources = set()
for c in report.passed_checks:
    passed_check_resources.add(c.resource)
",0,0,0,0
angr,https://github.com/angr/angr/tree/master/angr/analyses/reaching_definitions/engine_vex.py,SimEngineRDVEX,_handle_Div$616,vs = {v / expr1_v for v in expr0.values[0]},vs = {v / expr1_v for v in expr0.values[0]},vs = {v / expr1_v for v in expr0.values[0]},"vs = set()
for v in expr0.values[0]:
    vs.add(v / expr1_v)
",0,0,0,0
requests-cache,https://github.com/reclosedev/requests-cache/tree/master/tests/integration/test_sqlite.py,TestSQLiteDict,test_bulk_commit$73,assert set(cache.values()) == {f'value_{i}' for i in range(n_items)},set(cache.values()) == {f'value_{i}' for i in range(n_items)},set(cache.values()) == {f'value_{i}' for i in range(n_items)},"tmp_SetComp0 = set()
for i in range(n_items):
    tmp_SetComp0.add(f'value_{i}')
assert set(cache.values()) == tmp_SetComp0",1,0,1,0
textual,https://github.com/willmcgugan/textual/tree/master/src/textual/layouts/grid.py,GridLayout,arrange$20,"return {(column, row) for column in range(column_start, column_start + columns) for row in range(row_start, row_start + rows)}","return {(column, row) for column in range(column_start, column_start + columns) for row in range(row_start, row_start + rows)}","return {(column, row) for column in range(column_start, column_start + columns) for row in range(row_start, row_start + rows)}","tmp_SetComp0 = set()
for column in range(column_start, column_start + columns):
    for row in range(row_start, row_start + rows):
        tmp_SetComp0.add((column, row))
return tmp_SetComp0",1,0,1,0
pgcli,https://github.com/dbcli/pgcli/tree/master/pgcli/pgcompleter.py,PGCompleter,get_column_matches$492,"other_tbl_cols = {c.name for (t, cs) in scoped_cols.items() if t.ref != ltbl for c in cs}","other_tbl_cols = {c.name for (t, cs) in scoped_cols.items() if t.ref != ltbl for c in cs}","other_tbl_cols = {c.name for (t, cs) in scoped_cols.items() if t.ref != ltbl for c in cs}","other_tbl_cols = set()
for (t, cs) in scoped_cols.items():
    if t.ref != ltbl:
        for c in cs:
            other_tbl_cols.add(c.name)
",0,0,0,0
integrations-core,https://github.com/DataDog/integrations-core/tree/master/datadog_checks_dev/datadog_checks/dev/tooling/dependencies.py,,get_dependency_set$29,return {dependency_definition for dependency_definitions in python_versions.values() for dependency_definition in dependency_definitions},return {dependency_definition for dependency_definitions in python_versions.values() for dependency_definition in dependency_definitions},return {dependency_definition for dependency_definitions in python_versions.values() for dependency_definition in dependency_definitions},"tmp_SetComp0 = set()
for dependency_definitions in python_versions.values():
    for dependency_definition in dependency_definitions:
        tmp_SetComp0.add(dependency_definition)
return tmp_SetComp0",1,0,1,0
nltk,https://github.com/nltk/nltk/tree/master/nltk/corpus/reader/framenet.py,FramenetCorpusReader,lus$2114,frameIDs = {f.ID for f in self.frames(frame)},frameIDs = {f.ID for f in self.frames(frame)},frameIDs = {f.ID for f in self.frames(frame)},"frameIDs = set()
for f in self.frames(frame):
    frameIDs.add(f.ID)
",0,0,0,0
eo-learn,https://github.com/sentinel-hub/eo-learn/tree/master/core/eolearn/core/eodata_io.py,,_check_add_only_permission$191,filesystem_features = {_to_lowercase(*feature) for feature in filesystem_features},filesystem_features = {_to_lowercase(*feature) for feature in filesystem_features},filesystem_features = {_to_lowercase(*feature) for feature in filesystem_features},"tmp_SetComp0 = set()
for feature in filesystem_features:
    tmp_SetComp0.add(_to_lowercase(*feature))
filesystem_features = tmp_SetComp0",1,0,1,0
mypy,https://github.com/python/mypy/tree/master/mypy/server/update.py,,find_relative_leaf_module$637,"module_set = {module for (module, _) in modules}","module_set = {module for (module, _) in modules}","module_set = {module for (module, _) in modules}","module_set = set()
for (module, _) in modules:
    module_set.add(module)
",0,0,0,0
django-auditlog,https://github.com/jazzband/django-auditlog/tree/master/auditlog/diff.py,,model_instance_diff$101,fields = {field for field in fields if field.name in fields_to_check},fields = {field for field in fields if field.name in fields_to_check},fields = {field for field in fields if field.name in fields_to_check},"tmp_SetComp0 = set()
for field in fields:
    if field.name in fields_to_check:
        tmp_SetComp0.add(field)
fields = tmp_SetComp0",1,0,1,0
quodlibet,https://github.com/quodlibet/quodlibet/tree/master/quodlibet/ext/songsmenu/cover_download.py,CoverArtWindow,_filenames$261,return sorted({fn_for(song) for song in self.songs}),sorted({fn_for(song) for song in self.songs}),sorted({fn_for(song) for song in self.songs}),"tmp_SetComp0 = set()
for song in self.songs:
    tmp_SetComp0.add(fn_for(song))
return sorted(tmp_SetComp0)",1,0,1,0
warehouse,https://github.com/pypa/warehouse/tree/master/warehouse/accounts/views.py,,verify_project_role$1009,owner_users = {owner.user for owner in owner_roles},owner_users = {owner.user for owner in owner_roles},owner_users = {owner.user for owner in owner_roles},"owner_users = set()
for owner in owner_roles:
    owner_users.add(owner.user)
",0,0,0,0
isort,https://github.com/PyCQA/isort/tree/master/isort/main.py,,main$1058,"config_dict['src_paths'] = {Path(src_path).resolve() for src_path in config_dict.get('src_paths', ())}","config_dict['src_paths'] = {Path(src_path).resolve() for src_path in config_dict.get('src_paths', ())}","config_dict['src_paths'] = {Path(src_path).resolve() for src_path in config_dict.get('src_paths', ())}","tmp_SetComp0 = set()
for src_path in config_dict.get('src_paths', ()):
    tmp_SetComp0.add(Path(src_path).resolve())
config_dict['src_paths'] = tmp_SetComp0",1,0,1,0
openpifpaf,https://github.com/openpifpaf/openpifpaf/tree/master//versioneer.py,,git_versions_from_keywords$1115,"tags = {r for r in refs if re.search('\\d', r)}","tags = {r for r in refs if re.search('\\d', r)}","tags = {r for r in refs if re.search('\\d', r)}","tags = set()
for r in refs:
    if re.search('\\d', r):
        tags.add(r)
",0,0,0,0
matplotlib,https://github.com/matplotlib/matplotlib/tree/master/lib/matplotlib/sphinxext/plot_directive.py,,run$666,"possible_sources = {os.path.join(setup.confdir, t[0]) for t in state_machine.input_lines.items}","possible_sources = {os.path.join(setup.confdir, t[0]) for t in state_machine.input_lines.items}","possible_sources = {os.path.join(setup.confdir, t[0]) for t in state_machine.input_lines.items}","possible_sources = set()
for t in state_machine.input_lines.items:
    possible_sources.add(os.path.join(setup.confdir, t[0]))
",0,0,0,0
cartography,https://github.com/lyft/cartography/tree/master/tests/integration/cartography/intel/aws/test_rds.py,,test_load_rds_instances_basic$66,"actual_nodes = {(n['rds.id'], n['rds.arn'], n['rds.storage_encrypted']) for n in nodes}","actual_nodes = {(n['rds.id'], n['rds.arn'], n['rds.storage_encrypted']) for n in nodes}","actual_nodes = {(n['rds.id'], n['rds.arn'], n['rds.storage_encrypted']) for n in nodes}","actual_nodes = set()
for n in nodes:
    actual_nodes.add((n['rds.id'], n['rds.arn'], n['rds.storage_encrypted']))
",0,0,0,0
core,https://github.com/home-assistant/core/tree/master/homeassistant/components/sensor/recorder.py,,validate_statistics$661,sensor_entity_ids = {i.entity_id for i in sensor_states},sensor_entity_ids = {i.entity_id for i in sensor_states},sensor_entity_ids = {i.entity_id for i in sensor_states},"sensor_entity_ids = set()
for i in sensor_states:
    sensor_entity_ids.add(i.entity_id)
",0,0,0,0
MACHIN3tools,https://github.com/machin3io/MACHIN3tools/tree/master/operators/mirror.py,Unmirror,execute$845,targets_in_use = {mod.mirror_object for obj in bpy.data.objects for mod in obj.modifiers if mod.type == 'MIRROR' and mod.mirror_object and (mod.mirror_object.type == 'EMPTY')},targets_in_use = {mod.mirror_object for obj in bpy.data.objects for mod in obj.modifiers if mod.type == 'MIRROR' and mod.mirror_object and (mod.mirror_object.type == 'EMPTY')},targets_in_use = {mod.mirror_object for obj in bpy.data.objects for mod in obj.modifiers if mod.type == 'MIRROR' and mod.mirror_object and (mod.mirror_object.type == 'EMPTY')},"targets_in_use = set()
for obj in bpy.data.objects:
    for mod in obj.modifiers:
        if mod.type == 'MIRROR' and mod.mirror_object and (mod.mirror_object.type == 'EMPTY'):
            targets_in_use.add(mod.mirror_object)
",0,0,0,0
upvote_py2,https://github.com/google/upvote_py2/tree/master/upvote/gae/modules/upvote_app/api/santa/sync.py,EventUploadHandler,post$816,existing_blockable_keys = {blockable.key for blockable in ndb.get_multi(list(unique_blockable_keys)) if blockable},existing_blockable_keys = {blockable.key for blockable in ndb.get_multi(list(unique_blockable_keys)) if blockable},existing_blockable_keys = {blockable.key for blockable in ndb.get_multi(list(unique_blockable_keys)) if blockable},"existing_blockable_keys = set()
for blockable in ndb.get_multi(list(unique_blockable_keys)):
    if blockable:
        existing_blockable_keys.add(blockable.key)
",0,0,0,0
moto,https://github.com/spulec/moto/tree/master/moto/config/models.py,ConfigRule,validate_managed_rule$786,allowed_names = {x['Name'] for x in rule_info['Parameters']},allowed_names = {x['Name'] for x in rule_info['Parameters']},allowed_names = {x['Name'] for x in rule_info['Parameters']},"allowed_names = set()
for x in rule_info['Parameters']:
    allowed_names.add(x['Name'])
",0,0,0,0
altair,https://github.com/altair-viz/altair/tree/master/altair/vegalite/v3/tests/test_api.py,,test_selection$380,"names = {s.name for s in (sel1, sel2, sel3)}","names = {s.name for s in (sel1, sel2, sel3)}","names = {s.name for s in (sel1, sel2, sel3)}","names = set()
for s in (sel1, sel2, sel3):
    names.add(s.name)
",0,0,0,0
wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide/tree/master/wemake_python_styleguide/visitors/ast/classes.py,WrongClassBodyVisitor,_check_getters_setters_methods$130,attributes_stripped = {class_attribute.lstrip(constants.UNUSED_PLACEHOLDER) for class_attribute in flat_class_attributes}.union({instance.attr.lstrip(constants.UNUSED_PLACEHOLDER) for instance in instance_attributes}),{class_attribute.lstrip(constants.UNUSED_PLACEHOLDER) for class_attribute in flat_class_attributes}.union({instance.attr.lstrip(constants.UNUSED_PLACEHOLDER) for instance in instance_attributes}),{class_attribute.lstrip(constants.UNUSED_PLACEHOLDER) for class_attribute in flat_class_attributes}.union({instance.attr.lstrip(constants.UNUSED_PLACEHOLDER) for instance in instance_attributes}),"def my_comprehension_func(constants):
    tmp_SetComp0 = []
    for instance in instance_attributes:
        tmp_SetComp0.add(instance.attr.lstrip(constants.UNUSED_PLACEHOLDER))
    return tmp_SetComp0
attributes_stripped = {class_attribute.lstrip(constants.UNUSED_PLACEHOLDER) for class_attribute in flat_class_attributes}.union(my_comprehension_func(constants))",1,1,1,0
networkx,https://github.com/networkx/networkx/tree/master/networkx/algorithms/tests/test_similarity.py,TestSimilarity,test_optimal_edit_paths$197,assert {canonical(*p) for p in paths} == {canonical(*p) for p in expected_paths},{canonical(*p) for p in paths} == {canonical(*p) for p in expected_paths},{canonical(*p) for p in paths} == {canonical(*p) for p in expected_paths},"def my_comprehension_func(canonical):
    tmp_SetComp0 = []
    for p in paths:
        tmp_SetComp0.add(canonical(*p))
    return tmp_SetComp0
assert my_comprehension_func(canonical) == {canonical(*p) for p in expected_paths}",1,1,1,0
metaflow,https://github.com/Netflix/metaflow/tree/master/test/data/s3/test_s3.py,,assert_results$35,assert {s3obj.url for s3obj in s3objs} == set(expected),{s3obj.url for s3obj in s3objs} == set(expected),{s3obj.url for s3obj in s3objs} == set(expected),"tmp_SetComp0 = set()
for s3obj in s3objs:
    tmp_SetComp0.add(s3obj.url)
assert tmp_SetComp0 == set(expected)",1,0,1,0
angr,https://github.com/angr/angr/tree/master/angr/simos/javavm.py,SimJavaVM,__init__$28,native_libs_arch = {obj.arch.__class__ for obj in self.native_libs},native_libs_arch = {obj.arch.__class__ for obj in self.native_libs},native_libs_arch = {obj.arch.__class__ for obj in self.native_libs},"native_libs_arch = set()
for obj in self.native_libs:
    native_libs_arch.add(obj.arch.__class__)
",0,0,0,0
keras,https://github.com/keras-team/keras/tree/master/keras/legacy_tf_layers/variable_scope_shim_test.py,TF1VariableScopeLayerTest,test_shim_nesting$1146,"self.assertEqual({var.name for var in layer.trainable_weights}, {'dense_one/bias:0', 'dense_one/kernel:0', 'dense_two/bias:0', 'dense_two/kernel:0'})","self.assertEqual({var.name for var in layer.trainable_weights}, {'dense_one/bias:0', 'dense_one/kernel:0', 'dense_two/bias:0', 'dense_two/kernel:0'})","self.assertEqual({var.name for var in layer.trainable_weights}, {'dense_one/bias:0', 'dense_one/kernel:0', 'dense_two/bias:0', 'dense_two/kernel:0'})","tmp_SetComp0 = set()
for var in layer.trainable_weights:
    tmp_SetComp0.add(var.name)
self.assertEqual(tmp_SetComp0, {'dense_one/bias:0', 'dense_one/kernel:0', 'dense_two/bias:0', 'dense_two/kernel:0'})",1,0,1,0
flask,https://github.com/pallets/flask/tree/master/src/flask/app.py,Flask,add_url_rule$1309,methods = {item.upper() for item in methods},methods = {item.upper() for item in methods},methods = {item.upper() for item in methods},"tmp_SetComp0 = set()
for item in methods:
    tmp_SetComp0.add(item.upper())
methods = tmp_SetComp0",1,0,1,0
neutron,https://github.com/openstack/neutron/tree/master/neutron/tests/functional/agent/test_l2_lb_agent.py,LinuxBridgeAgentTests,test_vlan_subinterfaces$63,"expected = {('vtest-%s' % i, i) for i in range(19)}","expected = {('vtest-%s' % i, i) for i in range(19)}","expected = {('vtest-%s' % i, i) for i in range(19)}","expected = set()
for i in range(19):
    expected.add(('vtest-%s' % i, i))
",0,0,0,0
sympy,https://github.com/sympy/sympy/tree/master/sympy/ntheory/tests/test_residue.py,,test_residue$18,"x = {pow(i, 11, 324000) for i in range(1000)}","x = {pow(i, 11, 324000) for i in range(1000)}","x = {pow(i, 11, 324000) for i in range(1000)}","x = set()
for i in range(1000):
    x.add(pow(i, 11, 324000))
",0,0,0,0
MACHIN3tools,https://github.com/machin3io/MACHIN3tools/tree/master/operators/smart_edge.py,SmartEdge,offset_edges$414,verts = {v for e in edges for v in e.verts},verts = {v for e in edges for v in e.verts},verts = {v for e in edges for v in e.verts},"verts = set()
for e in edges:
    for v in e.verts:
        verts.add(v)
",0,0,0,0
configuration,https://github.com/edx/configuration/tree/master/util/parsefiles.py,,change_set_to_roles$156,candidate_files = {f for f in role_dir_path.glob('**/*')},candidate_files = {f for f in role_dir_path.glob('**/*')},candidate_files = {f for f in role_dir_path.glob('**/*')},"candidate_files = set()
for f in role_dir_path.glob('**/*'):
    candidate_files.add(f)
",0,0,0,0
rotki,https://github.com/rotki/rotki/tree/master/rotkehlchen/db/dbhandler.py,DBHandler,ensure_tags_exist$2714,unknown_tags.update({t.lower() for t in entry.tags}.difference(existing_tag_keys)),{t.lower() for t in entry.tags}.difference,{t.lower() for t in entry.tags}.difference,"tmp_SetComp0 = set()
for t in entry.tags:
    tmp_SetComp0.add(t.lower())
unknown_tags.update(tmp_SetComp0.difference(existing_tag_keys))",1,0,1,0
xarray,https://github.com/pydata/xarray/tree/master/xarray/tests/test_plot.py,,substring_in_axes$92,alltxt = {t.get_text() for t in ax.findobj(mpl.text.Text)},alltxt = {t.get_text() for t in ax.findobj(mpl.text.Text)},alltxt = {t.get_text() for t in ax.findobj(mpl.text.Text)},"alltxt = set()
for t in ax.findobj(mpl.text.Text):
    alltxt.add(t.get_text())
",0,0,0,0
dephell,https://github.com/dephell/dephell/tree/master/tests/test_repositories/test_conda.py,,test_conda_deps$40,deps = {dep.name for dep in releases[0].dependencies},deps = {dep.name for dep in releases[0].dependencies},deps = {dep.name for dep in releases[0].dependencies},"deps = set()
for dep in releases[0].dependencies:
    deps.add(dep.name)
",0,0,0,0
sentry,https://github.com/getsentry/sentry/tree/master/src/sentry/ownership/grammar.py,,create_schema_from_issue_owners$577,owners = {o for rule in rules for o in rule.owners},owners = {o for rule in rules for o in rule.owners},owners = {o for rule in rules for o in rule.owners},"owners = set()
for rule in rules:
    for o in rule.owners:
        owners.add(o)
",0,0,0,0
checkmk,https://github.com/tribe29/checkmk/tree/master/cmk/snmplib/snmp_table.py,WalkCache,load$97,do_not_load = {f'{tree.base}.{oid.column}' for tree in trees for oid in tree.oids if not oid.save_to_cache},do_not_load = {f'{tree.base}.{oid.column}' for tree in trees for oid in tree.oids if not oid.save_to_cache},do_not_load = {f'{tree.base}.{oid.column}' for tree in trees for oid in tree.oids if not oid.save_to_cache},"do_not_load = set()
for tree in trees:
    for oid in tree.oids:
        if not oid.save_to_cache:
            do_not_load.add(f'{tree.base}.{oid.column}')
",0,0,0,0
django,https://github.com/django/django/tree/master/django/db/backends/base/schema.py,BaseDatabaseSchemaEditor,alter_unique_together$415,news = {tuple(fields) for fields in new_unique_together},news = {tuple(fields) for fields in new_unique_together},news = {tuple(fields) for fields in new_unique_together},"news = set()
for fields in new_unique_together:
    news.add(tuple(fields))
",0,0,0,0
soynlp,https://github.com/lovit/soynlp/tree/master/soynlp/word/_word.py,WordExtractor,words$243,words = {word for word in self.L.keys() if len(word) <= self.max_left_length},words = {word for word in self.L.keys() if len(word) <= self.max_left_length},words = {word for word in self.L.keys() if len(word) <= self.max_left_length},"words = set()
for word in self.L.keys():
    if len(word) <= self.max_left_length:
        words.add(word)
",0,0,0,0
AdvancedEAST,https://github.com/huoyijie/AdvancedEAST/tree/master//nms.py,,region_neighbor$12,"neighbor = {(region_pixels[n, 0], region_pixels[n, 1]) for n in range(len(region_pixels))}","neighbor = {(region_pixels[n, 0], region_pixels[n, 1]) for n in range(len(region_pixels))}","neighbor = {(region_pixels[n, 0], region_pixels[n, 1]) for n in range(len(region_pixels))}","neighbor = set()
for n in range(len(region_pixels)):
    neighbor.add((region_pixels[n, 0], region_pixels[n, 1]))
",0,0,0,0
retopoflow,https://github.com/CGCookie/retopoflow/tree/master/retopoflow/rfmesh/rfmesh.py,RFMesh,visible_edges$919,"return {self._wrap_bmedge(bme) for bme in self._visible_edges(is_visible, bmvs=bmvs, bmes=bmes) if bme.is_valid and (not bme.hide)}","return {self._wrap_bmedge(bme) for bme in self._visible_edges(is_visible, bmvs=bmvs, bmes=bmes) if bme.is_valid and (not bme.hide)}","return {self._wrap_bmedge(bme) for bme in self._visible_edges(is_visible, bmvs=bmvs, bmes=bmes) if bme.is_valid and (not bme.hide)}","tmp_SetComp0 = set()
for bme in self._visible_edges(is_visible, bmvs=bmvs, bmes=bmes):
    if bme.is_valid and (not bme.hide):
        tmp_SetComp0.add(self._wrap_bmedge(bme))
return tmp_SetComp0",1,0,1,0
rasa,https://github.com/RasaHQ/rasa/tree/master/rasa/shared/importers/importer.py,E2EImporter,_get_domain_with_e2e_actions$471,"additional_e2e_action_names.update({event.action_text for event in story_step.events if isinstance(event, ActionExecuted) and event.action_text})","additional_e2e_action_names.update({event.action_text for event in story_step.events if isinstance(event, ActionExecuted) and event.action_text})","additional_e2e_action_names.update({event.action_text for event in story_step.events if isinstance(event, ActionExecuted) and event.action_text})","tmp_SetComp0 = set()
for event in story_step.events:
    if isinstance(event, ActionExecuted) and event.action_text:
        tmp_SetComp0.add(event.action_text)
additional_e2e_action_names.update(tmp_SetComp0)",1,0,1,0
pottery,https://github.com/brainix/pottery/tree/master/pottery/set.py,RedisSet,__set_op$161,"decoded_values = {self._decode(cast(bytes, value)) for value in encoded_values}","decoded_values = {self._decode(cast(bytes, value)) for value in encoded_values}","decoded_values = {self._decode(cast(bytes, value)) for value in encoded_values}","decoded_values = set()
for value in encoded_values:
    decoded_values.add(self._decode(cast(bytes, value)))
",0,0,0,0
edx-platform,https://github.com/edx/edx-platform/tree/master/lms/djangoapps/courseware/tests/test_word_cloud.py,TestWordCloud,test_initial_state$81,"assert ''.join({content['status'] for (_, content) in users_state.items()}) == 'success'","'.join({content['status'] for (_, content) in users_state.items()})","'.join({content['status'] for (_, content) in users_state.items()})","tmp_SetComp0 = set()
for (_, content) in users_state.items():
    tmp_SetComp0.add(content['status'])
assert ''.join(tmp_SetComp0) == 'success'",1,0,1,0
buildbot,https://github.com/buildbot/buildbot/tree/master/master/buildbot/db/workers.py,WorkersConnectorComponent,thd$75,oldbuildermasterids = {row['buildermasterid'] for row in res},oldbuildermasterids = {row['buildermasterid'] for row in res},oldbuildermasterids = {row['buildermasterid'] for row in res},"oldbuildermasterids = set()
for row in res:
    oldbuildermasterids.add(row['buildermasterid'])
",0,0,0,0
airflow,https://github.com/apache/airflow/tree/master/airflow/models/dagrun.py,DagRun,update_state$483,leaf_task_ids = {t.task_id for t in dag.leaves},leaf_task_ids = {t.task_id for t in dag.leaves},leaf_task_ids = {t.task_id for t in dag.leaves},"leaf_task_ids = set()
for t in dag.leaves:
    leaf_task_ids.add(t.task_id)
",0,0,0,0
weblate,https://github.com/WeblateOrg/weblate/tree/master/weblate/api/serializers.py,AddonSerializer,validate$1112,available = {x.name for x in ADDONS.values() if x.multiple or x.name not in installed},available = {x.name for x in ADDONS.values() if x.multiple or x.name not in installed},available = {x.name for x in ADDONS.values() if x.multiple or x.name not in installed},"available = set()
for x in ADDONS.values():
    if x.multiple or x.name not in installed:
        available.add(x.name)
",0,0,0,0
nilearn,https://github.com/nilearn/nilearn/tree/master/nilearn/datasets/tests/test_neurovault.py,,test_fetch_neurovault_ids$703,assert {img['id'] for img in data['images_meta']} == set(expected_images),{img['id'] for img in data['images_meta']} == set(expected_images),{img['id'] for img in data['images_meta']} == set(expected_images),"tmp_SetComp0 = set()
for img in data['images_meta']:
    tmp_SetComp0.add(img['id'])
assert tmp_SetComp0 == set(expected_images)",1,0,1,0
eo-learn,https://github.com/sentinel-hub/eo-learn/tree/master/core/eolearn/core/eodata_io.py,,_check_letter_case_collisions$202,lowercase_features = {_to_lowercase(*feature) for feature in eopatch_features},lowercase_features = {_to_lowercase(*feature) for feature in eopatch_features},lowercase_features = {_to_lowercase(*feature) for feature in eopatch_features},"lowercase_features = set()
for feature in eopatch_features:
    lowercase_features.add(_to_lowercase(*feature))
",0,0,0,0
snips-nlu,https://github.com/snipsco/snips-nlu/tree/master/snips_nlu/intent_parser/deterministic_intent_parser.py,DeterministicIntentParser,fit$133,existing_patterns = {p for p in patterns if p in all_patterns},existing_patterns = {p for p in patterns if p in all_patterns},existing_patterns = {p for p in patterns if p in all_patterns},"existing_patterns = set()
for p in patterns:
    if p in all_patterns:
        existing_patterns.add(p)
",0,0,0,0
openage,https://github.com/SFTtech/openage/tree/master/openage/codegen/codegen.py,,codegen$108,generated = {os.path.realpath(path).decode() for path in generated},generated = {os.path.realpath(path).decode() for path in generated},generated = {os.path.realpath(path).decode() for path in generated},"tmp_SetComp0 = set()
for path in generated:
    tmp_SetComp0.add(os.path.realpath(path).decode())
generated = tmp_SetComp0",1,0,1,0
sympy,https://github.com/sympy/sympy/tree/master/sympy/core/expr.py,Expr,expr_free_symbols$2442,return {j for i in self.args for j in i.expr_free_symbols},return {j for i in self.args for j in i.expr_free_symbols},return {j for i in self.args for j in i.expr_free_symbols},"tmp_SetComp0 = set()
for i in self.args:
    for j in i.expr_free_symbols:
        tmp_SetComp0.add(j)
return tmp_SetComp0",1,0,1,0
mars,https://github.com/mars-project/mars/tree/master/mars/services/task/analyzer/assigner.py,GraphAssigner,assign$163,key_to_assign = {n.op.key for n in chunk_to_assign} | initial_assigned_op_keys,{n.op.key for n in chunk_to_assign} | initial_assigned_op_keys,{n.op.key for n in chunk_to_assign} | initial_assigned_op_keys,"tmp_SetComp0 = set()
for n in chunk_to_assign:
    tmp_SetComp0.add(n.op.key)
key_to_assign = tmp_SetComp0 | initial_assigned_op_keys",1,0,1,0
brian2,https://github.com/brian-team/brian2/tree/master/brian2/core/network.py,SchedulingSummary,__init__$167,"self.dts = {dt: rank for (rank, dt) in enumerate(sorted({float(obj.clock.dt) for obj in objects}))}",sorted({float(obj.clock.dt) for obj in objects}),sorted({float(obj.clock.dt) for obj in objects}),"tmp_SetComp0 = set()
for obj in objects:
    tmp_SetComp0.add(float(obj.clock.dt))
self.dts = {dt: rank for (rank, dt) in enumerate(sorted({float(obj.clock.dt) for obj in objects}))}",1,0,1,0
sacred,https://github.com/IDSIA/sacred/tree/master/sacred/config/config_summary.py,ConfigSummary,update_from$19,"self.added &= {join_paths(path, a) for a in added}","self.added &= {join_paths(path, a) for a in added}","self.added &= {join_paths(path, a) for a in added}","tmp_SetComp0 = set()
for a in added:
    tmp_SetComp0.add(join_paths(path, a))
self.added &= tmp_SetComp0",1,0,1,0
tactical-exploitation,https://github.com/0xdea/tactical-exploitation/tree/master//verbal.py,,http_method_scanner$55,dirs = {d.rstrip().strip('/') + '/' for d in args.d},dirs = {d.rstrip().strip('/') + '/' for d in args.d},dirs = {d.rstrip().strip('/') + '/' for d in args.d},"dirs = set()
for d in args.d:
    dirs.add(d.rstrip().strip('/') + '/')
",0,0,0,0
