repo_name,file_html,cl,me,complicate_code,simple_code
sympy,https://github.com/sympy/sympy/tree/master/sympy/polys/factortools.py,,dup_gf_factor$1284,"for (i, (f, k)) in enumerate(factors):
    factors[i] = (dup_convert(f, K.dom, K), k)","for e_target in enumerate(factors):
    k = e_target[1][1]
    f = e_target[1][0]
    i = e_target[0]
    factors[i] = (dup_convert(f, K.dom, K), k)"
texar,https://github.com/asyml/texar/tree/master/examples/seq2seq_exposure_bias/scheduled_sampling_main.py,,main$121,"for (key, value) in test_score.items():
    print_stdout_and_file('{}: {}'.format(key, value), file=scores_file)","for e_target in test_score.items():
    value = e_target[1]
    key = e_target[0]
    print_stdout_and_file('{}: {}'.format(key, value), file=scores_file)"
data-science-competition,https://github.com/DLLXW/data-science-competition/tree/master/else/婢垛晠鈹堥弶--AI+z閺呴缚鍏樼拹銊/code/run_ner.py,,read_dataset$71,"for (line_id, line) in enumerate(f):
    if line_id == 0:
        for (i, column_name) in enumerate(line.strip().split('\t')):
            columns[column_name] = i
        continue
    line = line.strip().split('\t')
    labels = line[columns['label']]
    tgt = [args.l2i[l] for l in labels.split(' ')]
    text_a = line[columns['text_a']]
    src = args.tokenizer.convert_tokens_to_ids(args.tokenizer.tokenize(text_a))
    seg = [1] * len(src)
    if len(src) > args.seq_length:
        src = src[:args.seq_length]
        tgt = tgt[:args.seq_length]
        seg = seg[:args.seq_length]
    while len(src) < args.seq_length:
        src.append(0)
        tgt.append(args.labels_num - 1)
        seg.append(0)
    dataset.append([src, tgt, seg])","for e_target in enumerate(f):
    line = e_target[1]
    line_id = e_target[0]
    if line_id == 0:
        for (i, column_name) in enumerate(line.strip().split('\t')):
            columns[column_name] = i
        continue
    line = line.strip().split('\t')
    labels = line[columns['label']]
    tgt = [args.l2i[l] for l in labels.split(' ')]
    text_a = line[columns['text_a']]
    src = args.tokenizer.convert_tokens_to_ids(args.tokenizer.tokenize(text_a))
    seg = [1] * len(src)
    if len(src) > args.seq_length:
        src = src[:args.seq_length]
        tgt = tgt[:args.seq_length]
        seg = seg[:args.seq_length]
    while len(src) < args.seq_length:
        src.append(0)
        tgt.append(args.labels_num - 1)
        seg.append(0)
    dataset.append([src, tgt, seg])"
satellite,https://github.com/Blockstream/satellite/tree/master/blocksatcli/util.py,,ask_multiple_choice$105,"for (i_elem, elem) in enumerate(vec):
    elem_str = to_str(elem)
    print('[%2u] %s' % (i_elem, elem_str))","for e_target in enumerate(vec):
    elem = e_target[1]
    i_elem = e_target[0]
    elem_str = to_str(elem)
    print('[%2u] %s' % (i_elem, elem_str))"
SimSwap,https://github.com/neuralchen/SimSwap/tree/master/util/html.py,HTML,add_images$32,"for (im, txt, link) in zip(ims, txts, links):
    with td(style='word-wrap: break-word;', halign='center', valign='top'):
        with p():
            with a(href=os.path.join('images', link)):
                img(style='width:%dpx' % width, src=os.path.join('images', im))
            br()
            p(txt)","for e_target in zip(ims, txts, links):
    link = e_target[2]
    txt = e_target[1]
    im = e_target[0]
    with td(style='word-wrap: break-word;', halign='center', valign='top'):
        with p():
            with a(href=os.path.join('images', link)):
                img(style='width:%dpx' % width, src=os.path.join('images', im))
            br()
            p(txt)"
cartography,https://github.com/lyft/cartography/tree/master/cartography/intel/aws/iam.py,,load_roles$278,"for (principal_type, principal_value) in principal_entries:
    neo4j_session.run(ingest_policy_statement, SpnArn=principal_value, SpnType=principal_type, RoleArn=role['Arn'], aws_update_tag=aws_update_tag)","for e_target in principal_entries:
    principal_value = e_target[1]
    principal_type = e_target[0]
    neo4j_session.run(ingest_policy_statement, SpnArn=principal_value, SpnType=principal_type, RoleArn=role['Arn'], aws_update_tag=aws_update_tag)"
mindmeld,https://github.com/cisco/mindmeld/tree/master/mindmeld/models/features/query_features.py,,get_exact_span_conflict_features$135,"for (key, value) in features.items():
    feature_sequence[i][feat_prefix + key] = value","for e_target in features.items():
    value = e_target[1]
    key = e_target[0]
    feature_sequence[i][feat_prefix + key] = value"
keras-rl,https://github.com/keras-rl/keras-rl/tree/master/tests/rl/agents/test_dqn.py,,test_naf_layer_full$105,"for (l, l_T, l_flat) in zip(L, LT, L_flat):
    l[np.tril_indices(nb_actions)] = l_flat
    l[np.diag_indices(nb_actions)] = np.exp(l[np.diag_indices(nb_actions)])
    l_T[:, :] = l.T","for e_target in zip(L, LT, L_flat):
    l_flat = e_target[2]
    l_T = e_target[1]
    l = e_target[0]
    l[np.tril_indices(nb_actions)] = l_flat
    l[np.diag_indices(nb_actions)] = np.exp(l[np.diag_indices(nb_actions)])
    l_T[:, :] = l.T"
modin,https://github.com/modin-project/modin/tree/master/modin/experimental/xgboost/xgboost_ray.py,,_split_data_across_actors$288,"for (rank, (_, actor)) in enumerate(actors):
    set_func(actor, *X_parts_by_actors[rank][0] + y_parts_by_actors[rank][0])","for e_target in enumerate(actors):
    actor = e_target[1][1]
    _ = e_target[1][0]
    rank = e_target[0]
    set_func(actor, *X_parts_by_actors[rank][0] + y_parts_by_actors[rank][0])"
fedlearner,https://github.com/bytedance/fedlearner/tree/master/test/trainer/test_nn_trainer.py,TestNNTraining,test_remote_cluster$401,"for (i, addr) in enumerate(leader_cluster_spec['clusterSpec']['PS']):
    psl = _Task(name='RunLeaderPS_%d' % i, target=run_ps, args=(addr,), weight=1, force_quit=True, kwargs={'env': child_env}, daemon=True)
    self.sche.submit(psl)","for e_target in enumerate(leader_cluster_spec['clusterSpec']['PS']):
    addr = e_target[1]
    i = e_target[0]
    psl = _Task(name='RunLeaderPS_%d' % i, target=run_ps, args=(addr,), weight=1, force_quit=True, kwargs={'env': child_env}, daemon=True)
    self.sche.submit(psl)"
dash,https://github.com/plotly/dash/tree/master/components/dash-table/dash_table_base/Format.py,Format,__init__$73,"for (kw, val) in kwargs.items():
    if kw not in valid_methods:
        raise TypeError('{0} is not a format method. Expected one of'.format(kw), str(list(valid_methods)))
    getattr(self, kw)(val)","for e_target in kwargs.items():
    val = e_target[1]
    kw = e_target[0]
    if kw not in valid_methods:
        raise TypeError('{0} is not a format method. Expected one of'.format(kw), str(list(valid_methods)))
    getattr(self, kw)(val)"
hydrus,https://github.com/hydrusnetwork/hydrus/tree/master/hydrus/client/db/ClientDBRepositories.py,ClientDBRepositories,GetRepositoryUpdateHashesICanProcess$361,"for (hash_ids, hashes_and_content_types) in [(definition_hash_ids, definition_hashes_and_content_types), (content_hash_ids, content_hashes_and_content_types)]:
    hashes_and_content_types.extend(((hash_ids_to_hashes[hash_id], hash_ids_to_content_types_to_process[hash_id]) for hash_id in hash_ids))","for e_target in [(definition_hash_ids, definition_hashes_and_content_types), (content_hash_ids, content_hashes_and_content_types)]:
    hashes_and_content_types = e_target[1]
    hash_ids = e_target[0]
    hashes_and_content_types.extend(((hash_ids_to_hashes[hash_id], hash_ids_to_content_types_to_process[hash_id]) for hash_id in hash_ids))"
core,https://github.com/home-assistant/core/tree/master/tests/helpers/test_script.py,,check_action$3300,"for (message, flag) in watch_messages:
    if script_obj.last_action and message in script_obj.last_action:
        flag.set()","for e_target in watch_messages:
    flag = e_target[1]
    message = e_target[0]
    if script_obj.last_action and message in script_obj.last_action:
        flag.set()"
mitmproxy,https://github.com/mitmproxy/mitmproxy/tree/master/mitmproxy/optmanager.py,OptManager,update_known$202,"for (k, v) in known.items():
    self._options[k].set(v)","for e_target in known.items():
    v = e_target[1]
    k = e_target[0]
    self._options[k].set(v)"
organize,https://github.com/tfeldmann/organize/tree/master/tests/filters/test_regex.py,,test_regex_return$27,"for (path, valid, result) in TESTDATA:
    if valid:
        dct = regex.run(path=path)
        assert dct == {'regex': {'the_number': result}}","for e_target in TESTDATA:
    result = e_target[2]
    valid = e_target[1]
    path = e_target[0]
    if valid:
        dct = regex.run(path=path)
        assert dct == {'regex': {'the_number': result}}"
core,https://github.com/home-assistant/core/tree/master/homeassistant/components/homekit/type_remotes.py,RemoteInputSelectAccessory,__init__$81,"for (index, source) in enumerate(self.sources):
    serv_input = self.add_preload_service(SERV_INPUT_SOURCE, [CHAR_IDENTIFIER, CHAR_NAME])
    serv_tv.add_linked_service(serv_input)
    serv_input.configure_char(CHAR_CONFIGURED_NAME, value=source[:MAX_NAME_LENGTH])
    serv_input.configure_char(CHAR_NAME, value=source[:MAX_NAME_LENGTH])
    serv_input.configure_char(CHAR_IDENTIFIER, value=index)
    serv_input.configure_char(CHAR_IS_CONFIGURED, value=True)
    input_type = 3 if 'hdmi' in source.lower() else 0
    serv_input.configure_char(CHAR_INPUT_SOURCE_TYPE, value=input_type)
    serv_input.configure_char(CHAR_CURRENT_VISIBILITY_STATE, value=False)
    _LOGGER.debug('%s: Added source %s', self.entity_id, source)","for e_target in enumerate(self.sources):
    source = e_target[1]
    index = e_target[0]
    serv_input = self.add_preload_service(SERV_INPUT_SOURCE, [CHAR_IDENTIFIER, CHAR_NAME])
    serv_tv.add_linked_service(serv_input)
    serv_input.configure_char(CHAR_CONFIGURED_NAME, value=source[:MAX_NAME_LENGTH])
    serv_input.configure_char(CHAR_NAME, value=source[:MAX_NAME_LENGTH])
    serv_input.configure_char(CHAR_IDENTIFIER, value=index)
    serv_input.configure_char(CHAR_IS_CONFIGURED, value=True)
    input_type = 3 if 'hdmi' in source.lower() else 0
    serv_input.configure_char(CHAR_INPUT_SOURCE_TYPE, value=input_type)
    serv_input.configure_char(CHAR_CURRENT_VISIBILITY_STATE, value=False)
    _LOGGER.debug('%s: Added source %s', self.entity_id, source)"
decision-transformer,https://github.com/kzl/decision-transformer/tree/master/gym/decision_transformer/models/trajectory_gpt2.py,,load_tf_weights_in_gpt2$63,"for (name, shape) in init_vars:
    logger.info('Loading TF weight {} with shape {}'.format(name, shape))
    array = tf.train.load_variable(tf_path, name)
    names.append(name)
    arrays.append(array.squeeze())","for e_target in init_vars:
    shape = e_target[1]
    name = e_target[0]
    logger.info('Loading TF weight {} with shape {}'.format(name, shape))
    array = tf.train.load_variable(tf_path, name)
    names.append(name)
    arrays.append(array.squeeze())"
yt-dlp,https://github.com/yt-dlp/yt-dlp/tree/master/yt_dlp/extractor/lifenews.py,LifeNewsIE,_real_extract$93,"for (num, video_url) in enumerate(video_urls, 1):
    entries.append(make_video_entry(video_id, video_url, num))","for e_target in enumerate(video_urls, 1):
    video_url = e_target[1]
    num = e_target[0]
    entries.append(make_video_entry(video_id, video_url, num))"
networkx,https://github.com/networkx/networkx/tree/master/networkx/algorithms/flow/boykovkolmogorov.py,,boykov_kolmogorov_impl$161,"for (v, attr, d) in sorted(nbrs, key=itemgetter(2)):
    if attr['capacity'] - attr['flow'] > 0:
        if v not in active:
            active.append(v)
    if tree[v] == u:
        tree[v] = None
        orphans.appendleft(v)","for e_target in sorted(nbrs, key=itemgetter(2)):
    d = e_target[2]
    attr = e_target[1]
    v = e_target[0]
    if attr['capacity'] - attr['flow'] > 0:
        if v not in active:
            active.append(v)
    if tree[v] == u:
        tree[v] = None
        orphans.appendleft(v)"
djongo,https://github.com/nesdis/djongo/tree/master/tests/django_tests/tests/v22/tests/admin_widgets/test_autocomplete_widget.py,AutocompleteMixinTests,test_media$113,"for (lang, select_lang) in languages:
    with self.subTest(lang=lang):
        if select_lang:
            expected_files = base_files[:2] + ('admin/js/vendor/select2/i18n/%s.js' % select_lang,) + base_files[2:]
        else:
            expected_files = base_files
        with translation.override(lang):
            self.assertEqual(AutocompleteSelect(rel, admin.site).media._js, list(expected_files))","for e_target in languages:
    select_lang = e_target[1]
    lang = e_target[0]
    with self.subTest(lang=lang):
        if select_lang:
            expected_files = base_files[:2] + ('admin/js/vendor/select2/i18n/%s.js' % select_lang,) + base_files[2:]
        else:
            expected_files = base_files
        with translation.override(lang):
            self.assertEqual(AutocompleteSelect(rel, admin.site).media._js, list(expected_files))"
OpenFermion,https://github.com/quantumlib/OpenFermion/tree/master/src/openfermion/third_party/representability/_namedtensor_test.py,,test_tensor_iterator$113,"for (val, idx) in test_tensor.all_iterator():
    assert val == a[tuple(idx)]
    counter += 1","for e_target in test_tensor.all_iterator():
    idx = e_target[1]
    val = e_target[0]
    assert val == a[tuple(idx)]
    counter += 1"
waitress,https://github.com/Pylons/waitress/tree/master/src/waitress/server.py,TcpWSGIServer,set_socket_options$370,"for (level, optname, value) in self.adj.socket_options:
    conn.setsockopt(level, optname, value)","for e_target in self.adj.socket_options:
    value = e_target[2]
    optname = e_target[1]
    level = e_target[0]
    conn.setsockopt(level, optname, value)"
meta-dataset,https://github.com/google-research/meta-dataset/tree/master/meta_dataset/data/dump_and_read_episodes_test.py,DumpAndReadEpisodesTest,test_read_as_meta_dataset$108,"for (example_string, (img2, label2)) in zip(train_episode, train_ds):
    example = decoder.read_example_and_parse_image(example_string)
    (img1, label1) = (example['image'], example['label'])
    self.assertAllEqual(img1, img2)
    self.assertAllEqual(label1, label2)","for e_target in zip(train_episode, train_ds):
    label2 = e_target[1][1]
    img2 = e_target[1][0]
    example_string = e_target[0]
    example = decoder.read_example_and_parse_image(example_string)
    (img1, label1) = (example['image'], example['label'])
    self.assertAllEqual(img1, img2)
    self.assertAllEqual(label1, label2)"
aws-serverless-ecommerce-platform,https://github.com/aws-samples/aws-serverless-ecommerce-platform/tree/master/shared/lint/rules/custom_rules.py,LambdaInsightsLayer,match$221,"for (key, resource) in functions.items():
    if self._layer_pattern not in resource.get('Properties', {}).get('Layers', []):
        matches.append(RuleMatch(['Resources', key], self._message.format(key)))","for e_target in functions.items():
    resource = e_target[1]
    key = e_target[0]
    if self._layer_pattern not in resource.get('Properties', {}).get('Layers', []):
        matches.append(RuleMatch(['Resources', key], self._message.format(key)))"
Deep-Reinforcement-Learning-Hands-On,https://github.com/PacktPublishing/Deep-Reinforcement-Learning-Hands-On/tree/master/Chapter08/train_model.py,,if_main_my$41,"for (key, val) in res.items():
    writer.add_scalar(key + '_test', val, step_idx)","for e_target in res.items():
    val = e_target[1]
    key = e_target[0]
    writer.add_scalar(key + '_test', val, step_idx)"
pytorch_geometric,https://github.com/pyg-team/pytorch_geometric/tree/master/torch_geometric/data/hetero_data.py,HeteroData,__copy__$164,"for (key, store) in self._edge_store_dict.items():
    out._edge_store_dict[key] = copy.copy(store)
    out._edge_store_dict[key]._parent = out","for e_target in self._edge_store_dict.items():
    store = e_target[1]
    key = e_target[0]
    out._edge_store_dict[key] = copy.copy(store)
    out._edge_store_dict[key]._parent = out"
CrypTen,https://github.com/facebookresearch/CrypTen/tree/master/test/test_mpc.py,TestMPC,test_broadcast_matmul$1425,"for (batch1, batch2) in itertools.combinations(batch_dims, 2):
    size1 = (*batch1, *size)
    size2 = (*batch2, *size)
    tensor1 = self._get_random_test_tensor(size=size1, is_float=True)
    tensor2 = self._get_random_test_tensor(size=size2, is_float=True)
    tensor2 = tensor2.transpose(-2, -1)
    encrypted1 = MPCTensor(tensor1)
    encrypted2 = tensor_type(tensor2)
    reference = tensor1.matmul(tensor2)
    encrypted_out = encrypted1.matmul(encrypted2)
    private = isinstance(encrypted2, MPCTensor)
    self._check(encrypted_out, reference, '%s matmul broadcast failed' % ('private' if private else 'public'))
    tensor2 = self._get_random_test_tensor(size=size2, is_float=False)
    tensor2 = tensor2.float().transpose(-2, -1)
    reference = tensor1.matmul(tensor2)
    encrypted_out = encrypted1.matmul(tensor2)
    self._check(encrypted_out, reference, 'matmul broadcast failed with public integer tensor')","for e_target in itertools.combinations(batch_dims, 2):
    batch2 = e_target[1]
    batch1 = e_target[0]
    size1 = (*batch1, *size)
    size2 = (*batch2, *size)
    tensor1 = self._get_random_test_tensor(size=size1, is_float=True)
    tensor2 = self._get_random_test_tensor(size=size2, is_float=True)
    tensor2 = tensor2.transpose(-2, -1)
    encrypted1 = MPCTensor(tensor1)
    encrypted2 = tensor_type(tensor2)
    reference = tensor1.matmul(tensor2)
    encrypted_out = encrypted1.matmul(encrypted2)
    private = isinstance(encrypted2, MPCTensor)
    self._check(encrypted_out, reference, '%s matmul broadcast failed' % ('private' if private else 'public'))
    tensor2 = self._get_random_test_tensor(size=size2, is_float=False)
    tensor2 = tensor2.float().transpose(-2, -1)
    reference = tensor1.matmul(tensor2)
    encrypted_out = encrypted1.matmul(tensor2)
    self._check(encrypted_out, reference, 'matmul broadcast failed with public integer tensor')"
scipy,https://github.com/scipy/scipy/tree/master/scipy/sparse/tests/test_base.py,_TestCommon,test_setdiag_comprehensive$802,"for (m, n) in shapes:
    ks = np.arange(-m + 1, n - 1)
    for k in ks:
        msg = repr((dtype, m, n, k))
        a = np.zeros((m, n), dtype=dtype)
        b = self.spmatrix((m, n), dtype=dtype)
        check_setdiag(a, b, k)
        for k2 in np.random.choice(ks, size=min(len(ks), 5)):
            check_setdiag(a, b, k2)","for e_target in shapes:
    n = e_target[1]
    m = e_target[0]
    ks = np.arange(-m + 1, n - 1)
    for k in ks:
        msg = repr((dtype, m, n, k))
        a = np.zeros((m, n), dtype=dtype)
        b = self.spmatrix((m, n), dtype=dtype)
        check_setdiag(a, b, k)
        for k2 in np.random.choice(ks, size=min(len(ks), 5)):
            check_setdiag(a, b, k2)"
catalyst,https://github.com/scrtlabs/catalyst/tree/master/catalyst/dl/scripts/_misc.py,,parse_config_args$11,"for (key, value) in args._get_kwargs():
    if value is not None:
        if key in ['logdir', 'baselogdir'] and value == '':
            continue
        config['args'][key] = value","for e_target in args._get_kwargs():
    value = e_target[1]
    key = e_target[0]
    if value is not None:
        if key in ['logdir', 'baselogdir'] and value == '':
            continue
        config['args'][key] = value"
MONAI,https://github.com/Project-MONAI/MONAI/tree/master/tests/test_handler_stats.py,TestHandlerStats,test_loss_file$121,"for (idx, line) in enumerate(output_str.split('\n')):
    if grep.match(line):
        if idx in [1, 2, 3, 6, 7, 8]:
            self.assertTrue(has_key_word.match(line))","for e_target in enumerate(output_str.split('\n')):
    line = e_target[1]
    idx = e_target[0]
    if grep.match(line):
        if idx in [1, 2, 3, 6, 7, 8]:
            self.assertTrue(has_key_word.match(line))"
eo-learn,https://github.com/sentinel-hub/eo-learn/tree/master/core/eolearn/core/core_tasks.py,RenameFeatureTask,execute$230,"for (feature_type, feature_name, new_feature_name) in self.feature_gen(eopatch):
    eopatch[feature_type][new_feature_name] = eopatch[feature_type][feature_name]
    del eopatch[feature_type][feature_name]","for e_target in self.feature_gen(eopatch):
    new_feature_name = e_target[2]
    feature_name = e_target[1]
    feature_type = e_target[0]
    eopatch[feature_type][new_feature_name] = eopatch[feature_type][feature_name]
    del eopatch[feature_type][feature_name]"
scipy,https://github.com/scipy/scipy/tree/master/scipy/sparse/_lil.py,lil_matrix,reshape$369,"for (i, row) in enumerate(self.rows):
    for (col, j) in enumerate(row):
        (new_r, new_c) = np.unravel_index(i * ncols + j, shape)
        new[new_r, new_c] = self[i, j]","for e_target in enumerate(self.rows):
    row = e_target[1]
    i = e_target[0]
    for (col, j) in enumerate(row):
        (new_r, new_c) = np.unravel_index(i * ncols + j, shape)
        new[new_r, new_c] = self[i, j]"
kornia,https://github.com/kornia/kornia/tree/master/kornia/augmentation/container/patch.py,PatchSequential,generate_parameters$262,"for (i, nchild) in enumerate(islice(cycle(self.named_children()), batch_shape[0])):
    if isinstance(nchild[1], (_AugmentationBase, MixAugmentationBase, SequentialBase)):
        yield (ParamItem(nchild[0], nchild[1].forward_parameters(torch.Size(batch_shape[1:]))), i)
    else:
        yield (ParamItem(nchild[0], None), i)","for e_target in enumerate(islice(cycle(self.named_children()), batch_shape[0])):
    nchild = e_target[1]
    i = e_target[0]
    if isinstance(nchild[1], (_AugmentationBase, MixAugmentationBase, SequentialBase)):
        yield (ParamItem(nchild[0], nchild[1].forward_parameters(torch.Size(batch_shape[1:]))), i)
    else:
        yield (ParamItem(nchild[0], None), i)"
ansible,https://github.com/ansible/ansible/tree/master/test/lib/ansible_test/_internal/commands/coverage/analyze/targets/missing.py,,find_missing$94,"for (from_path, from_points) in from_data.items():
    if only_exists and (not os.path.isfile(to_bytes(from_path))):
        continue
    to_points = to_data.get(from_path, {})
    for (from_point, from_target_indexes) in from_points.items():
        to_target_indexes = to_points.get(from_point, set())
        remaining_targets = set((from_index[i] for i in from_target_indexes)) - set((to_index[i] for i in to_target_indexes))
        if remaining_targets:
            target_index = target_data.setdefault(from_path, {}).setdefault(from_point, set())
            target_index.update((get_target_index(name, target_indexes) for name in remaining_targets))","for e_target in from_data.items():
    from_points = e_target[1]
    from_path = e_target[0]
    if only_exists and (not os.path.isfile(to_bytes(from_path))):
        continue
    to_points = to_data.get(from_path, {})
    for (from_point, from_target_indexes) in from_points.items():
        to_target_indexes = to_points.get(from_point, set())
        remaining_targets = set((from_index[i] for i in from_target_indexes)) - set((to_index[i] for i in to_target_indexes))
        if remaining_targets:
            target_index = target_data.setdefault(from_path, {}).setdefault(from_point, set())
            target_index.update((get_target_index(name, target_indexes) for name in remaining_targets))"
djongo,https://github.com/nesdis/djongo/tree/master/tests/django_tests/tests/v21/tests/gis_tests/geoapp/tests.py,GeoLookupTest,test_null_geometries_excluded_in_lookups$409,"for (lookup, geom) in queries:
    with self.subTest(lookup=lookup):
        self.assertNotIn(null, State.objects.filter(**{'poly__%s' % lookup: geom}))","for e_target in queries:
    geom = e_target[1]
    lookup = e_target[0]
    with self.subTest(lookup=lookup):
        self.assertNotIn(null, State.objects.filter(**{'poly__%s' % lookup: geom}))"
Deep-Learning,https://github.com/Jack-Cherish/Deep-Learning/tree/master/Discuz/train.py,Discuz,vec2text$191,"for (i, c) in enumerate(char_pos):
    char_at_pos = i
    char_idx = c % self.char_set_len
    if char_idx < 10:
        char_code = char_idx + ord('0')
    elif char_idx < 36:
        char_code = char_idx - 10 + ord('A')
    elif char_idx < 62:
        char_code = char_idx - 36 + ord('a')
    elif char_idx == 62:
        char_code = ord('_')
    else:
        raise ValueError('error')
    text.append(chr(char_code))","for e_target in enumerate(char_pos):
    c = e_target[1]
    i = e_target[0]
    char_at_pos = i
    char_idx = c % self.char_set_len
    if char_idx < 10:
        char_code = char_idx + ord('0')
    elif char_idx < 36:
        char_code = char_idx - 10 + ord('A')
    elif char_idx < 62:
        char_code = char_idx - 36 + ord('a')
    elif char_idx == 62:
        char_code = ord('_')
    else:
        raise ValueError('error')
    text.append(chr(char_code))"
open_model_zoo,https://github.com/openvinotoolkit/open_model_zoo/tree/master/demos/common/python/openvino/model_zoo/model_api/models/hpe_associative_embedding.py,AssociativeEmbeddingDecoder,adjust$248,"for (k, joint) in enumerate(person):
    heatmap = heatmaps[batch_idx, k]
    px = int(joint[0])
    py = int(joint[1])
    if 1 < px < W - 1 and 1 < py < H - 1:
        diff = np.array([heatmap[py, px + 1] - heatmap[py, px - 1], heatmap[py + 1, px] - heatmap[py - 1, px]])
        joint[:2] += np.sign(diff) * 0.25","for e_target in enumerate(person):
    joint = e_target[1]
    k = e_target[0]
    heatmap = heatmaps[batch_idx, k]
    px = int(joint[0])
    py = int(joint[1])
    if 1 < px < W - 1 and 1 < py < H - 1:
        diff = np.array([heatmap[py, px + 1] - heatmap[py, px - 1], heatmap[py + 1, px] - heatmap[py - 1, px]])
        joint[:2] += np.sign(diff) * 0.25"
neural_sp,https://github.com/hirofumi0810/neural_sp/tree/master/neural_sp/models/seq2seq/speech2text.py,Speech2Text,__init__$45,"for (n, p) in self.named_parameters():
    if 'output' in n or 'output_bn' in n or 'linear' in n:
        p.requires_grad = True
    else:
        p.requires_grad = False","for e_target in self.named_parameters():
    p = e_target[1]
    n = e_target[0]
    if 'output' in n or 'output_bn' in n or 'linear' in n:
        p.requires_grad = True
    else:
        p.requires_grad = False"
salt,https://github.com/saltstack/salt/tree/master/salt/states/pkg.py,,_fulfills_version_string$186,"for (operator, version_string) in version_conditions:
    if allow_updates and len(version_conditions) == 1 and (operator == '=='):
        operator = '>='
    fullfills_all = fullfills_all and _fulfills_version_spec([installed_version], operator, version_string, ignore_epoch=ignore_epoch)","for e_target in version_conditions:
    version_string = e_target[1]
    operator = e_target[0]
    if allow_updates and len(version_conditions) == 1 and (operator == '=='):
        operator = '>='
    fullfills_all = fullfills_all and _fulfills_version_spec([installed_version], operator, version_string, ignore_epoch=ignore_epoch)"
mmdetection-mini,https://github.com/hhaAndroid/mmdetection-mini/tree/master/mmdet/models/backbones/ssd_vgg.py,SSDVGG,forward$104,"for (i, layer) in enumerate(self.extra):
    x = F.relu(layer(x), inplace=True)
    if i % 2 == 1:
        outs.append(x)","for e_target in enumerate(self.extra):
    layer = e_target[1]
    i = e_target[0]
    x = F.relu(layer(x), inplace=True)
    if i % 2 == 1:
        outs.append(x)"
PyTorch-YOLOv3,https://github.com/eriklindernoren/PyTorch-YOLOv3/tree/master/pytorchyolo/utils/datasets.py,ListDataset,collate_fn$121,"for (i, boxes) in enumerate(bb_targets):
    boxes[:, 0] = i","for e_target in enumerate(bb_targets):
    boxes = e_target[1]
    i = e_target[0]
    boxes[:, 0] = i"
sparseml,https://github.com/neuralmagic/sparseml/tree/master/src/sparseml/onnx/utils/graph_editor.py,,prune_model_one_shot$400,"for (node, sparsity) in zip(nodes, sparsity):
    (weight, bias) = get_node_params(model, node)
    pruned_weight_val = prune_unstructured(weight.val, sparsity)
    update_model_param(model, weight.name, pruned_weight_val)","for e_target in zip(nodes, sparsity):
    sparsity = e_target[1]
    node = e_target[0]
    (weight, bias) = get_node_params(model, node)
    pruned_weight_val = prune_unstructured(weight.val, sparsity)
    update_model_param(model, weight.name, pruned_weight_val)"
