repo_name,file_html,cl,me,code,complicate_code,has_break,,
dulwich,https://github.com/dulwich/dulwich/tree/master/dulwich/tests/test_index.py,SimpleIndexTestCase,test_iterblobs$112,"for w in warnings_list:
    if type(w) == type(expected_warning) and w.args == expected_warning.args:
        break
else:
    raise AssertionError('Expected warning %r not in %r' % (expected_warning, warnings_list))","flag_else = 1

for w in warnings_list:
    if type(w) == type(expected_warning) and w.args == expected_warning.args:
        flag_else = 0
        break
if flag_else:
    raise AssertionError('Expected warning %r not in %r' % (expected_warning, warnings_list))",1,FALSE,
twarc,https://github.com/DocNow/twarc/tree/master/utils/extractor.py,,parse$55,"for entity in json_object['entities']['hashtags']:
    if entity['text'].lower() == args.hashtag:
        break
else:
    continue","flag_else = 1

for entity in json_object['entities']['hashtags']:
    if entity['text'].lower() == args.hashtag:
        flag_else = 0
        break
if flag_else:
    continue",1,FALSE,
py3status,https://github.com/ultrabug/py3status/tree/master/py3status/modules/xkb_input.py,Xkb_Switch,get_xkb_inputs$266,"for (variant, symbol, name) in self.variant_mapping:
    if (v, s) == (variant, symbol):
        n = name
        break
else:
    n = self.name_mapping.get(s)","flag_else = 1

for (variant, symbol, name) in self.variant_mapping:
    if (v, s) == (variant, symbol):
        n = name
        flag_else = 0
        break
if flag_else:
    n = self.name_mapping.get(s)",1,FALSE,
astropy,https://github.com/astropy/astropy/tree/master/astropy/io/fits/hdu/table.py,_TableBaseHDU,_update_column_attribute_changed$645,"for before_keyword in reversed(KEYWORD_NAMES[:keyword_idx]):
    before_keyword += str(col_idx + 1)
    if before_keyword in self._header:
        self._header.insert(before_keyword, (keyword, new_value), after=True)
        break
else:
    for after_keyword in KEYWORD_NAMES[keyword_idx + 1:]:
        after_keyword += str(col_idx + 1)
        if after_keyword in self._header:
            self._header.insert(after_keyword, (keyword, new_value))
            break
    else:
        self._header[keyword] = new_value","flag_else = 1

for before_keyword in reversed(KEYWORD_NAMES[:keyword_idx]):
    before_keyword += str(col_idx + 1)
    if before_keyword in self._header:
        self._header.insert(before_keyword, (keyword, new_value), after=True)
        flag_else = 0
        break
if flag_else:
    for after_keyword in KEYWORD_NAMES[keyword_idx + 1:]:
        after_keyword += str(col_idx + 1)
        if after_keyword in self._header:
            self._header.insert(after_keyword, (keyword, new_value))
            break
    else:
        self._header[keyword] = new_value",1,FALSE,
MusicBox,https://github.com/HuberTRoy/MusicBox/tree/master/MusicPlayer/features/configNeteaseFeatures.py,ConfigNetEase,threadSetSings$134,"for i in range(30):
    i += self.offset
    if i >= length:
        self.offsetComplement = length % 30
        break
    picName = makeMd5(self.singPicUrls[i])
    frame = OneSing(self.gridRow, self.gridColumn, self.playlistIds[i], self, picName)
    frame.clicked.connect(self.startRequest)
    frame.nameLabel.setText(self.singNames[i])
    self.netEase.mainLayout.addWidget(frame, self.gridRow, self.gridColumn)
    self.singsFrames.append(frame)
    if self.gridColumn == 3:
        self.gridColumn = 0
        self.gridRow += 1
    else:
        self.gridColumn += 1
    try:
        cacheList = os.listdir('cache')
    except:
        os.mkdir('cache')
        cacheList = os.listdir('cache')
    url = self.singPicUrls[i]
    names = makeMd5(url)
    if names in cacheList:
        frame.setStyleSheets('QLabel#picLabel{border-image: url(cache/%s)}' % names)
    else:
        task = _PicThreadTask(self.queue, frame, url)
        self.picThreadPool.start(task)
else:
    self.offsetComplement = 30","flag_else = 1

for i in range(30):
    i += self.offset
    if i >= length:
        self.offsetComplement = length % 30
        flag_else = 0
        break
    picName = makeMd5(self.singPicUrls[i])
    frame = OneSing(self.gridRow, self.gridColumn, self.playlistIds[i], self, picName)
    frame.clicked.connect(self.startRequest)
    frame.nameLabel.setText(self.singNames[i])
    self.netEase.mainLayout.addWidget(frame, self.gridRow, self.gridColumn)
    self.singsFrames.append(frame)
    if self.gridColumn == 3:
        self.gridColumn = 0
        self.gridRow += 1
    else:
        self.gridColumn += 1
    try:
        cacheList = os.listdir('cache')
    except:
        os.mkdir('cache')
        cacheList = os.listdir('cache')
    url = self.singPicUrls[i]
    names = makeMd5(url)
    if names in cacheList:
        frame.setStyleSheets('QLabel#picLabel{border-image: url(cache/%s)}' % names)
    else:
        task = _PicThreadTask(self.queue, frame, url)
        self.picThreadPool.start(task)
if flag_else:
    self.offsetComplement = 30",1,FALSE,
hamster,https://github.com/projecthamster/hamster/tree/master/waflib/Tools/ccroot.py,,apply_link$254,"for x in self.features:
    if x == 'cprogram' and 'cxx' in self.features:
        x = 'cxxprogram'
    elif x == 'cshlib' and 'cxx' in self.features:
        x = 'cxxshlib'
    if x in Task.classes:
        if issubclass(Task.classes[x], link_task):
            link = x
            break
else:
    return","flag_else = 1

for x in self.features:
    if x == 'cprogram' and 'cxx' in self.features:
        x = 'cxxprogram'
    elif x == 'cshlib' and 'cxx' in self.features:
        x = 'cxxshlib'
    if x in Task.classes:
        if issubclass(Task.classes[x], link_task):
            link = x
            flag_else = 0
            break
if flag_else:
    return",1,FALSE,
dcc,https://github.com/amimo/dcc/tree/master/dex2c/instruction.py,Value,add_user$110,"for use in self.uses:
    if use.get_user() == instr:
        return
else:
    use = Use(self, instr)
    self.uses.add(use)","for use in self.uses:
    if use.get_user() == instr:
        return

use = Use(self, instr)
self.uses.add(use)
",0,TRUE,
pdpipe,https://github.com/pdpipe/pdpipe/tree/master//versioneer.py,,run_command$384,"for c in commands:
    try:
        dispcmd = str([c] + args)
        p = subprocess.Popen([c] + args, cwd=cwd, env=env, stdout=subprocess.PIPE, stderr=subprocess.PIPE if hide_stderr else None)
        break
    except EnvironmentError:
        e = sys.exc_info()[1]
        if e.errno == errno.ENOENT:
            continue
        if verbose:
            print('unable to run %s' % dispcmd)
            print(e)
        return (None, None)
else:
    if verbose:
        print('unable to find command, tried %s' % (commands,))
    return (None, None)","flag_else = 1

for c in commands:
    try:
        dispcmd = str([c] + args)
        p = subprocess.Popen([c] + args, cwd=cwd, env=env, stdout=subprocess.PIPE, stderr=subprocess.PIPE if hide_stderr else None)
        flag_else = 0
        break
    except EnvironmentError:
        e = sys.exc_info()[1]
        if e.errno == errno.ENOENT:
            continue
        if verbose:
            print('unable to run %s' % dispcmd)
            print(e)
        return (None, None)
if flag_else:
    if verbose:
        print('unable to find command, tried %s' % (commands,))
    return (None, None)",1,FALSE,
asyncssh,https://github.com/ronf/asyncssh/tree/master/asyncssh/asn1.py,,der_decode_partial$700,"for b in data[offset:]:
    offset += 1
    if b < 128:
        tag |= b
        break
    else:
        tag |= b & 127
        tag <<= 7
else:
    raise ASN1DecodeError('Incomplete tag')","flag_else = 1

for b in data[offset:]:
    offset += 1
    if b < 128:
        tag |= b
        flag_else = 0
        break
    else:
        tag |= b & 127
        tag <<= 7
if flag_else:
    raise ASN1DecodeError('Incomplete tag')",1,FALSE,
ansible-modules-extras,https://github.com/ansible/ansible-modules-extras/tree/master/cloud/lxc/lxc_container.py,LxcContainerManagement,_get_vars$670,"for (k, v) in variables.items():
    _var = self.module.params.get(k)
    if _var not in false_values:
        return_dict[v] = _var
else:
    return return_dict","for (k, v) in variables.items():
    _var = self.module.params.get(k)
    if _var not in false_values:
        return_dict[v] = _var

return return_dict
",0,TRUE,
mtprotoproxy,https://github.com/alexbers/mtprotoproxy/tree/master/pyaes/aes.py,Counter,increment$285,"for i in xrange(len(self._counter) - 1, -1, -1):
    self._counter[i] += 1
    if self._counter[i] < 256:
        break
    self._counter[i] = 0
else:
    self._counter = [0] * len(self._counter)","flag_else = 1

for i in xrange(len(self._counter) - 1, -1, -1):
    self._counter[i] += 1
    if self._counter[i] < 256:
        flag_else = 0
        break
    self._counter[i] = 0
if flag_else:
    self._counter = [0] * len(self._counter)",1,FALSE,
angr,https://github.com/angr/angr/tree/master/tests/test_decompiler.py,,test_decompilation_x86_64_stack_arguments$627,"for line in lines:
    if 'snprintf' in line:
        assert '1900' in line, 'There is a missing stack argument.'
        break
else:
    assert False, 'The line with snprintf() is not found.'","flag_else = 1

for line in lines:
    if 'snprintf' in line:
        assert '1900' in line, 'There is a missing stack argument.'
        flag_else = 0
        break
if flag_else:
    assert False, 'The line with snprintf() is not found.'",1,FALSE,
flexx,https://github.com/flexxui/flexx/tree/master/flexx/ui/widgets/_tree.py,TreeWidget,highlight_show$354,"while 0 <= index2 < len(all_items):
    (visible, _) = all_items[index2]
    if visible:
        break
    index2 += step
else:
    index2 = index1","flag_else = 1

while 0 <= index2 < len(all_items):
    (visible, _) = all_items[index2]
    if visible:
        flag_else = 0
        break
    index2 += step
if flag_else:
    index2 = index1",1,FALSE,
kafka-python,https://github.com/dpkp/kafka-python/tree/master/test/test_sasl_integration.py,,test_client$66,"for _ in range(10):
    result = client.poll(timeout_ms=10000)
    if len(result) > 0:
        break
else:
    raise RuntimeError(""Couldn't fetch topic response from Broker."")","flag_else = 1

for _ in range(10):
    result = client.poll(timeout_ms=10000)
    if len(result) > 0:
        flag_else = 0
        break
if flag_else:
    raise RuntimeError(""Couldn't fetch topic response from Broker."")",1,FALSE,
django,https://github.com/django/django/tree/master/django/utils/timesince.py,,timesince$27,"for (i, (seconds, name)) in enumerate(TIMESINCE_CHUNKS):
    count = since // seconds
    if count != 0:
        break
else:
    return avoid_wrapping(time_strings['minute'] % {'num': 0})","flag_else = 1

for (i, (seconds, name)) in enumerate(TIMESINCE_CHUNKS):
    count = since // seconds
    if count != 0:
        flag_else = 0
        break
if flag_else:
    return avoid_wrapping(time_strings['minute'] % {'num': 0})",1,FALSE,
t,https://github.com/sjl/t/tree/master//t.py,,_prefixes$86,"for j in range(i, id_len + 1):
    if other_id[:j] == id[:j]:
        ps[id[:j]] = ''
    else:
        ps[other_id[:j]] = other_id
        ps[id[:j]] = id
        break
else:
    ps[other_id[:id_len + 1]] = other_id
    ps[id] = id","flag_else = 1

for j in range(i, id_len + 1):
    if other_id[:j] == id[:j]:
        ps[id[:j]] = ''
    else:
        ps[other_id[:j]] = other_id
        ps[id[:j]] = id
        flag_else = 0
        break
if flag_else:
    ps[other_id[:id_len + 1]] = other_id
    ps[id] = id",1,FALSE,
volatility3,https://github.com/volatilityfoundation/volatility3/tree/master/volatility3/framework/symbols/intermed.py,Version2Format,_get_natives$476,"for base_type in self._json_object['base_types']:
    try:
        if self._json_object['base_types'][base_type]['size'] != native_class.get_type(base_type).size:
            break
    except TypeError:
        pass
else:
    vollog.debug(f'Choosing appropriate natives for symbol library: {nc}')
    return native_class.natives","flag_else = 1

for base_type in self._json_object['base_types']:
    try:
        if self._json_object['base_types'][base_type]['size'] != native_class.get_type(base_type).size:
            flag_else = 0
            break
    except TypeError:
        pass
if flag_else:
    vollog.debug(f'Choosing appropriate natives for symbol library: {nc}')
    return native_class.natives",1,FALSE,
neutron,https://github.com/openstack/neutron/tree/master/neutron/plugins/ml2/drivers/ovn/mech_driver/ovsdb/ovn_db_sync.py,OvnNbSynchronizer,_calculate_fip_pfs_differences$380,"for db_pf in db_pfs:
    pf_fip_id = db_pf.get('floatingip_id')
    if pf_fip_id == fip_id:
        break
else:
    to_remove.append(fip_id)","flag_else = 1

for db_pf in db_pfs:
    pf_fip_id = db_pf.get('floatingip_id')
    if pf_fip_id == fip_id:
        flag_else = 0
        break
if flag_else:
    to_remove.append(fip_id)",1,FALSE,
ansible-modules-core,https://github.com/ansible/ansible-modules-core/tree/master/network/nxos/nxos_vxlan_vtep.py,CustomNetworkConfig,add$187,"for child in ancestors[-1].children:
    if child.text == line:
        break
else:
    offset = len(parents) * self.indent
    item = ConfigLine(line)
    item.raw = line.rjust(len(line) + offset)
    item.parents = ancestors
    ancestors[-1].children.append(item)
    self.items.append(item)","flag_else = 1

for child in ancestors[-1].children:
    if child.text == line:
        flag_else = 0
        break
if flag_else:
    offset = len(parents) * self.indent
    item = ConfigLine(line)
    item.raw = line.rjust(len(line) + offset)
    item.parents = ancestors
    ancestors[-1].children.append(item)
    self.items.append(item)",1,FALSE,
pip-tools,https://github.com/jazzband/pip-tools/tree/master/piptools/repositories/pypi.py,PyPIRepository,_setup_logging$439,"for handler in logger.handlers:
    if handler.name == 'console':
        assert isinstance(handler, logging.StreamHandler)
        handler.stream = log.stream
        break
else:
    log.warning(""Couldn't find a 'console' logging handler"")","flag_else = 1

for handler in logger.handlers:
    if handler.name == 'console':
        assert isinstance(handler, logging.StreamHandler)
        handler.stream = log.stream
        flag_else = 0
        break
if flag_else:
    log.warning(""Couldn't find a 'console' logging handler"")",1,FALSE,
semshi,https://github.com/numirias/semshi/tree/master/test/data/grammar36.py,GrammarTests,test_while$1004,"while 0:
    x = 1
else:
    x = 2","while 0:
    x = 1

x = 2
",0,TRUE,
dynaconf,https://github.com/rochacbruno/dynaconf/tree/master/dynaconf/vendor/box/box.py,Box,__dir__$86,"for E in A:
    if E not in D:
        break
else:
    C.add(A)","flag_else = 1

for E in A:
    if E not in D:
        flag_else = 0
        break
if flag_else:
    C.add(A)",1,FALSE,
sanic,https://github.com/sanic-org/sanic/tree/master/sanic/errorpages.py,,exception_response$428,"for accept in acceptable:
    mtype = f'{accept.type_}/{accept.subtype}'
    maybe = RENDERERS_BY_CONTENT_TYPE.get(mtype)
    if maybe:
        renderer = maybe
        break
else:
    renderer = base","flag_else = 1

for accept in acceptable:
    mtype = f'{accept.type_}/{accept.subtype}'
    maybe = RENDERERS_BY_CONTENT_TYPE.get(mtype)
    if maybe:
        renderer = maybe
        flag_else = 0
        break
if flag_else:
    renderer = base",1,FALSE,
vulncode-db,https://github.com/google/vulncode-db/tree/master/app/api/routes.py,,calculate_revision_updates$55,"for attr in attrs:
    if getattr(old, attr) != getattr(new, attr):
        break
else:
    current_app.logger.debug(f'No changes for {k!s}')
    continue","flag_else = 1

for attr in attrs:
    if getattr(old, attr) != getattr(new, attr):
        flag_else = 0
        break
if flag_else:
    current_app.logger.debug(f'No changes for {k!s}')
    continue",1,FALSE,
OctoPrint,https://github.com/OctoPrint/OctoPrint/tree/master/src/octoprint/server/views.py,,index$355,"for plugin in ui_plugins:
    try:
        if plugin.will_handle_ui(request):
            permissions = plugin.get_ui_permissions()
            response = require_login_with(permissions=permissions)
            if not response:
                response = plugin_view(plugin)
                if response is not None:
                    if _logger.isEnabledFor(logging.DEBUG) and isinstance(response, Response):
                        response.headers['X-Ui-Plugin'] = plugin._identifier
                    break
                else:
                    _logger.warning('UiPlugin {} returned an empty response'.format(plugin._identifier))
    except Exception:
        _logger.exception('Error while calling plugin {}, skipping it'.format(plugin._identifier), extra={'plugin': plugin._identifier})
else:
    response = require_login_with(permissions=default_permissions)
    if not response:
        response = default_view()
        if _logger.isEnabledFor(logging.DEBUG) and isinstance(response, Response):
            response.headers['X-Ui-Plugin'] = '_default'","flag_else = 1

for plugin in ui_plugins:
    try:
        if plugin.will_handle_ui(request):
            permissions = plugin.get_ui_permissions()
            response = require_login_with(permissions=permissions)
            if not response:
                response = plugin_view(plugin)
                if response is not None:
                    if _logger.isEnabledFor(logging.DEBUG) and isinstance(response, Response):
                        response.headers['X-Ui-Plugin'] = plugin._identifier
                    flag_else = 0
                    break
                else:
                    _logger.warning('UiPlugin {} returned an empty response'.format(plugin._identifier))
    except Exception:
        _logger.exception('Error while calling plugin {}, skipping it'.format(plugin._identifier), extra={'plugin': plugin._identifier})
if flag_else:
    response = require_login_with(permissions=default_permissions)
    if not response:
        response = default_view()
        if _logger.isEnabledFor(logging.DEBUG) and isinstance(response, Response):
            response.headers['X-Ui-Plugin'] = '_default'",1,FALSE,
adapter-transformers,https://github.com/Adapter-Hub/adapter-transformers/tree/master/src/transformers/models/marian/convert_marian_to_pytorch.py,,_parse_readme$344,"for k in ['download', 'dataset', 'models', 'model', 'pre-processing']:
    if ln.startswith(k):
        break
else:
    continue","flag_else = 1

for k in ['download', 'dataset', 'models', 'model', 'pre-processing']:
    if ln.startswith(k):
        flag_else = 0
        break
if flag_else:
    continue",1,FALSE,
aurman,https://github.com/polygamma/aurman/tree/master/src/aurman/main.py,,group_by_function_sort_by_deps$596,"for dep in deps_to_check:
    if current_system.provided_by(dep):
        ordered_package_groups.insert(i, package_group)
        break
else:
    continue","flag_else = 1

for dep in deps_to_check:
    if current_system.provided_by(dep):
        ordered_package_groups.insert(i, package_group)
        flag_else = 0
        break
if flag_else:
    continue",1,FALSE,
moto,https://github.com/spulec/moto/tree/master/moto/ecs/models.py,EC2ContainerServiceBackend,list_tags_for_resource$1541,"for service in self.services.values():
    if service.arn == resource_arn:
        return service.tags
else:
    raise ServiceNotFoundException","for service in self.services.values():
    if service.arn == resource_arn:
        return service.tags

raise ServiceNotFoundException
",0,TRUE,
repo2docker,https://github.com/jupyterhub/repo2docker/tree/master/tests/unit/test_ports.py,,read_port_mapping_response$18,"for i in range(5):
    try:
        r = requests.get(url)
        r.raise_for_status()
    except Exception as e:
        print('No response from {}: {}'.format(url, e))
        container.reload()
        assert container.status == 'running'
        time.sleep(3)
        continue
    else:
        break
else:
    pytest.fail('Never succeded in talking to %s' % url)","flag_else = 1

for i in range(5):
    try:
        r = requests.get(url)
        r.raise_for_status()
    except Exception as e:
        print('No response from {}: {}'.format(url, e))
        container.reload()
        assert container.status == 'running'
        time.sleep(3)
        continue
    else:
        flag_else = 0
        break
if flag_else:
    pytest.fail('Never succeded in talking to %s' % url)",1,FALSE,
numpy,https://github.com/numpy/numpy/tree/master/numpy/random/tests/test_extending.py,,test_cython$50,"for (i, line) in enumerate(fid):
    if txt_to_find in line:
        break
else:
    assert False, ""Could not find '{}' in C file, wrong pxd used"".format(txt_to_find)","flag_else = 1

for (i, line) in enumerate(fid):
    if txt_to_find in line:
        flag_else = 0
        break
if flag_else:
    assert False, ""Could not find '{}' in C file, wrong pxd used"".format(txt_to_find)",1,FALSE,
prefect,https://github.com/PrefectHQ/prefect/tree/master/src/prefect/_version.py,,run_command$72,"for command in commands:
    try:
        dispcmd = str([command] + args)
        process = subprocess.Popen([command] + args, cwd=cwd, env=env, stdout=subprocess.PIPE, stderr=subprocess.PIPE if hide_stderr else None)
        break
    except EnvironmentError:
        e = sys.exc_info()[1]
        if e.errno == errno.ENOENT:
            continue
        if verbose:
            print('unable to run %s' % dispcmd)
            print(e)
        return (None, None)
else:
    if verbose:
        print('unable to find command, tried %s' % (commands,))
    return (None, None)","flag_else = 1

for command in commands:
    try:
        dispcmd = str([command] + args)
        process = subprocess.Popen([command] + args, cwd=cwd, env=env, stdout=subprocess.PIPE, stderr=subprocess.PIPE if hide_stderr else None)
        flag_else = 0
        break
    except EnvironmentError:
        e = sys.exc_info()[1]
        if e.errno == errno.ENOENT:
            continue
        if verbose:
            print('unable to run %s' % dispcmd)
            print(e)
        return (None, None)
if flag_else:
    if verbose:
        print('unable to find command, tried %s' % (commands,))
    return (None, None)",1,FALSE,
Hitomi-Downloader,https://github.com/KurtBestor/Hitomi-Downloader/tree/master/src/extractor/artstation_downloader.py,,get_imgs$78,"for try_ in range(4):
    try:
        html = downloader.read_html(url, session=session, referer=referer)
        break
    except Exception as e:
        print(e)
else:
    raise","flag_else = 1

for try_ in range(4):
    try:
        html = downloader.read_html(url, session=session, referer=referer)
        flag_else = 0
        break
    except Exception as e:
        print(e)
if flag_else:
    raise",1,FALSE,
distributed,https://github.com/dask/distributed/tree/master/distributed/scheduler.py,Scheduler,adaptive_target$7717,"for ws in self.workers.values():
    tasks_ready += len(ws.processing)
    if tasks_ready > cpu:
        break
else:
    cpu = min(tasks_ready, cpu)","flag_else = 1

for ws in self.workers.values():
    tasks_ready += len(ws.processing)
    if tasks_ready > cpu:
        flag_else = 0
        break
if flag_else:
    cpu = min(tasks_ready, cpu)",1,FALSE,
sentry,https://github.com/getsentry/sentry/tree/master/src/sentry/utils/committers.py,,tokenize_path$36,"for sep in PATH_SEPARATORS:
    if sep in path:
        return reversed([x for x in path.split(sep) if x != ''])
else:
    return iter([path])","for sep in PATH_SEPARATORS:
    if sep in path:
        return reversed([x for x in path.split(sep) if x != ''])

return iter([path])
",0,TRUE,
integrations-core,https://github.com/DataDog/integrations-core/tree/master/snmp/tests/test_check.py,,test_metric_tag_multiple$1155,"for (_, level, message) in caplog.record_tuples:
    if level == logging.WARNING and message == expected_message:
        break
else:
    raise AssertionError('Expected WARNING log with message `{}`'.format(expected_message))","flag_else = 1

for (_, level, message) in caplog.record_tuples:
    if level == logging.WARNING and message == expected_message:
        flag_else = 0
        break
if flag_else:
    raise AssertionError('Expected WARNING log with message `{}`'.format(expected_message))",1,FALSE,
nltk,https://github.com/nltk/nltk/tree/master/nltk/parse/corenlp.py,CoreNLPServer,start$102,"for i in range(60):
    try:
        response = requests.get(requests.compat.urljoin(self.url, 'ready'))
    except requests.exceptions.ConnectionError:
        time.sleep(1)
    else:
        if response.ok:
            break
else:
    raise CoreNLPServerError('The server is not ready.')","flag_else = 1

for i in range(60):
    try:
        response = requests.get(requests.compat.urljoin(self.url, 'ready'))
    except requests.exceptions.ConnectionError:
        time.sleep(1)
    else:
        if response.ok:
            flag_else = 0
            break
if flag_else:
    raise CoreNLPServerError('The server is not ready.')",1,FALSE,
horizon,https://github.com/openstack/horizon/tree/master/openstack_dashboard/test/integration_tests/regions/menus.py,ProjectDropDownRegion,click_on_project$320,"for item in self.menu_items:
    if item.text == name:
        item.click()
        break
else:
    raise exceptions.NoSuchElementException('Not found element with text: %s' % name)","flag_else = 1

for item in self.menu_items:
    if item.text == name:
        item.click()
        flag_else = 0
        break
if flag_else:
    raise exceptions.NoSuchElementException('Not found element with text: %s' % name)",1,FALSE,
virt-manager,https://github.com/virt-manager/virt-manager/tree/master/virtinst/uri.py,URI,_split$62,"for c in '/?#':
    delim = url.find(c, start)
    if delim >= 0:
        break
else:
    delim = len(url)","flag_else = 1

for c in '/?#':
    delim = url.find(c, start)
    if delim >= 0:
        flag_else = 0
        break
if flag_else:
    delim = len(url)",1,FALSE,
vmaf,https://github.com/Netflix/vmaf/tree/master/python/vmaf/core/raw_extractor.py,DisYUVRawVideoExtractor,_wait_for_workfiles$115,"for i in range(10):
    if os.path.exists(asset.dis_workfile_path):
        break
    sleep(0.1)
else:
    raise RuntimeError('dis video workfile path {} is missing.'.format(asset.dis_workfile_path))","flag_else = 1

for i in range(10):
    if os.path.exists(asset.dis_workfile_path):
        flag_else = 0
        break
    sleep(0.1)
if flag_else:
    raise RuntimeError('dis video workfile path {} is missing.'.format(asset.dis_workfile_path))",1,FALSE,
CellProfiler,https://github.com/CellProfiler/CellProfiler/tree/master/cellprofiler/gui/pipelinelistview.py,PipelineListView,__on_module_disabled$1042,"for module in self.__pipeline.modules():
    if module.module_num > event.module.module_num:
        self.set_current_debug_module(module)
        break
else:
    for module in reversed(self.__pipeline.modules()):
        if module.module_num < event.module.module_num and (not module.is_input_module()):
            self.set_current_debug_module(module)
            break
    else:
        self.__controller.stop_debugging()","flag_else = 1

for module in self.__pipeline.modules():
    if module.module_num > event.module.module_num:
        self.set_current_debug_module(module)
        flag_else = 0
        break
if flag_else:
    for module in reversed(self.__pipeline.modules()):
        if module.module_num < event.module.module_num and (not module.is_input_module()):
            self.set_current_debug_module(module)
            break
    else:
        self.__controller.stop_debugging()",1,FALSE,
astropy,https://github.com/astropy/astropy/tree/master/astropy/time/core.py,TimeBase,_get_time_fmt$556,"for (name, cls) in formats:
    try:
        return cls(val, val2, scale, precision, in_subfmt, out_subfmt)
    except UnitConversionError:
        raise
    except (ValueError, TypeError) as err:
        if len(formats) == 1:
            raise ValueError(f'Input values did not match the format class {format}:' + os.linesep + f'{err.__class__.__name__}: {err}') from err
        else:
            problems[name] = err
else:
    raise ValueError(f'Input values did not match any of the formats where the format keyword is optional: {problems}') from problems[formats[0][0]]","for (name, cls) in formats:
    try:
        return cls(val, val2, scale, precision, in_subfmt, out_subfmt)
    except UnitConversionError:
        raise
    except (ValueError, TypeError) as err:
        if len(formats) == 1:
            raise ValueError(f'Input values did not match the format class {format}:' + os.linesep + f'{err.__class__.__name__}: {err}') from err
        else:
            problems[name] = err

raise ValueError(f'Input values did not match any of the formats where the format keyword is optional: {problems}') from problems[formats[0][0]]
",0,TRUE,
Poco,https://github.com/AirtestProject/Poco/tree/master/poco/utils/hrpc/utils.py,,wrapped$20,"for t in tolerance_exc_types:
    if e.error_type == t or e.error_type.endswith('.' + t):
        raise PocoTargetRemovedException('{}: {}'.format(func.__name__, name), safe_repr(nodes))
else:
    raise","for t in tolerance_exc_types:
    if e.error_type == t or e.error_type.endswith('.' + t):
        raise PocoTargetRemovedException('{}: {}'.format(func.__name__, name), safe_repr(nodes))

raise
",0,TRUE,
pyyaml,https://github.com/yaml/pyyaml/tree/master/lib/yaml/constructor.py,BaseConstructor,construct_object$67,"for tag_prefix in self.yaml_multi_constructors:
    if tag_prefix is not None and node.tag.startswith(tag_prefix):
        tag_suffix = node.tag[len(tag_prefix):]
        constructor = self.yaml_multi_constructors[tag_prefix]
        break
else:
    if None in self.yaml_multi_constructors:
        tag_suffix = node.tag
        constructor = self.yaml_multi_constructors[None]
    elif None in self.yaml_constructors:
        constructor = self.yaml_constructors[None]
    elif isinstance(node, ScalarNode):
        constructor = self.__class__.construct_scalar
    elif isinstance(node, SequenceNode):
        constructor = self.__class__.construct_sequence
    elif isinstance(node, MappingNode):
        constructor = self.__class__.construct_mapping","flag_else = 1

for tag_prefix in self.yaml_multi_constructors:
    if tag_prefix is not None and node.tag.startswith(tag_prefix):
        tag_suffix = node.tag[len(tag_prefix):]
        constructor = self.yaml_multi_constructors[tag_prefix]
        flag_else = 0
        break
if flag_else:
    if None in self.yaml_multi_constructors:
        tag_suffix = node.tag
        constructor = self.yaml_multi_constructors[None]
    elif None in self.yaml_constructors:
        constructor = self.yaml_constructors[None]
    elif isinstance(node, ScalarNode):
        constructor = self.__class__.construct_scalar
    elif isinstance(node, SequenceNode):
        constructor = self.__class__.construct_sequence
    elif isinstance(node, MappingNode):
        constructor = self.__class__.construct_mapping",1,FALSE,
micropython-lib,https://github.com/micropython/micropython-lib/tree/master/python-stdlib/email.message/email/message.py,Message,replace_header$499,"for (i, (k, v)) in zip(range(len(self._headers)), self._headers):
    if k.lower() == _name:
        self._headers[i] = self.policy.header_store_parse(k, _value)
        break
else:
    raise KeyError(_name)","flag_else = 1

for (i, (k, v)) in zip(range(len(self._headers)), self._headers):
    if k.lower() == _name:
        self._headers[i] = self.policy.header_store_parse(k, _value)
        flag_else = 0
        break
if flag_else:
    raise KeyError(_name)",1,FALSE,
TauonMusicBox,https://github.com/Taiko2k/TauonMusicBox/tree/master/t_modules/t_main.py,TextBox2,draw$10395,"for i in range(len(self.text)):
    post = ddt.get_text_w(self.text[0:i + 1], font)
    if x + pre - 0 <= mouse_position[0] <= x + post + 0:
        diff = post - pre
        if mouse_position[0] >= x + pre + int(diff / 2):
            self.cursor_position = len(self.text) - i - 1
        else:
            self.cursor_position = len(self.text) - i
        break
    pre = post
else:
    self.cursor_position = 0","flag_else = 1

for i in range(len(self.text)):
    post = ddt.get_text_w(self.text[0:i + 1], font)
    if x + pre - 0 <= mouse_position[0] <= x + post + 0:
        diff = post - pre
        if mouse_position[0] >= x + pre + int(diff / 2):
            self.cursor_position = len(self.text) - i - 1
        else:
            self.cursor_position = len(self.text) - i
        flag_else = 0
        break
    pre = post
if flag_else:
    self.cursor_position = 0",1,FALSE,
