repo_name,file_html,cl,me,simple_code,cmplete_code,count_tmp,count_targets,count_star_total,count_tmp_func,
Ghost.py,https://github.com/jeanphix/Ghost.py/tree/master/tests/run.py,GhostTest,test_set_field_value_select$318,"(value, resources) = self.session.evaluate(""document.querySelector('option[value=one]').selected;"")","tmp_fun_0 = self.session.evaluate(""document.querySelector('option[value=one]').selected;"")
value = tmp_fun_0[0]
resources = tmp_fun_0[1]
",0,0,0,1,
galaxy,https://github.com/ansible/galaxy/tree/master/lib/galaxy_test/api/test_workflows.py,WorkflowsApiTestCase,test_cannot_run_against_other_users_history$2904,"(workflow_request, history_id, workflow_id) = self._setup_workflow_run(workflow)","tmp_fun_0 = self._setup_workflow_run(workflow)
workflow_request = tmp_fun_0[0]
history_id = tmp_fun_0[1]
workflow_id = tmp_fun_0[2]
",0,0,0,1,
PixelLib,https://github.com/ayoolaolafenwa/PixelLib/tree/master/pixellib/torchbackend/instance/modeling/anchor_generator.py,,_create_grid_offsets$40,"(shift_y, shift_x) = torch.meshgrid(shifts_y, shifts_x)","tmp_fun_0 = torch.meshgrid(shifts_y, shifts_x)
shift_y = tmp_fun_0[0]
shift_x = tmp_fun_0[1]
",0,0,0,1,
yt-dlp,https://github.com/yt-dlp/yt-dlp/tree/master/yt_dlp/extractor/disney.py,DisneyIE,_real_extract$79,"(domain, video_id, display_id) = self._match_valid_url(url).groups()","tmp_fun_0 = self._match_valid_url(url).groups()
domain = tmp_fun_0[0]
video_id = tmp_fun_0[1]
display_id = tmp_fun_0[2]
",0,0,0,1,
Machine-Learning-with-Python,https://github.com/devAmoghS/Machine-Learning-with-Python/tree/master/naive_bayes_classfier/model.py,,train_and_test_model$41,"(train_data, test_data) = split_data(data, 0.75)","tmp_fun_0 = split_data(data, 0.75)
train_data = tmp_fun_0[0]
test_data = tmp_fun_0[1]
",0,0,0,1,
questionary,https://github.com/tmbo/questionary/tree/master/tests/prompts/test_select.py,,test_cycle_backwards$115,"(result, cli) = feed_cli_with_input('select', message, text, **kwargs)","tmp_fun_0 = feed_cli_with_input('select', message, text, **kwargs)
result = tmp_fun_0[0]
cli = tmp_fun_0[1]
",0,0,0,1,
tvm,https://github.com/apache/tvm/tree/master/python/tvm/topi/x86/conv2d.py,,schedule_conv2d_nhwc$87,"(c, ci) = s[O].split(c, 64)","tmp_fun_0 = s[O].split(c, 64)
c = tmp_fun_0[0]
ci = tmp_fun_0[1]
",0,0,0,1,
Dain-App,https://github.com/BurguerJohn/Dain-App/tree/master//train.py,,train$20,"(train_sets, test_sets) = ([], [])","train_sets = []
test_sets = []
",0,0,0,0,
gym,https://github.com/openai/gym/tree/master/gym/envs/robotics/rotations.py,,mat2quat$176,"(Qxy, Qyy, Qzy) = (mat[..., 1, 0], mat[..., 1, 1], mat[..., 1, 2])","Qxy = mat[..., 1, 0]
Qyy = mat[..., 1, 1]
Qzy = mat[..., 1, 2]
",0,0,0,0,
python-gitlab,https://github.com/python-gitlab/python-gitlab/tree/master/tests/functional/conftest.py,,_check$178,"(minutes, seconds) = (int(setup_time / 60), int(setup_time % 60))","minutes = int(setup_time / 60)
seconds = int(setup_time % 60)
",0,0,0,0,
fastHan,https://github.com/fastnlp/fastHan/tree/master/fastHan/model/CharParser.py,CharBiaffineParser,forward$114,"(arc_sz, label_sz) = (self.arc_mlp_size, self.label_mlp_size)","arc_sz = self.arc_mlp_size
label_sz = self.label_mlp_size
",0,0,0,0,
python-twitter,https://github.com/bear/python-twitter/tree/master/twitter/api.py,Api,GetBlocksIDs$1928,"(next_cursor, previous_cursor, user_ids) = self.GetBlocksIDsPaged(cursor=cursor, stringify_ids=stringify_ids)","tmp_fun_0 = self.GetBlocksIDsPaged(cursor=cursor, stringify_ids=stringify_ids)
next_cursor = tmp_fun_0[0]
previous_cursor = tmp_fun_0[1]
user_ids = tmp_fun_0[2]
",0,0,0,1,
SimCSE,https://github.com/princeton-nlp/SimCSE/tree/master/SentEval/examples/bow.py,,prepare$70,"(_, params.word2id) = create_dictionary(samples)","tmp_fun_0 = create_dictionary(samples)
_ = tmp_fun_0[0]
params.word2id = tmp_fun_0[1]
",0,0,0,1,
objgraph,https://github.com/mgedmin/objgraph/tree/master//tests.py,TypestatsFilterArguTest,test_without_filter$312,"(x, y) = (MyClass(), MyClass())","x = MyClass()
y = MyClass()
",0,0,0,0,
twisted-intro,https://github.com/jdavisp3/twisted-intro/tree/master/twisted-server-4/poetry-proxy.py,,parse_args$9,"(options, args) = parser.parse_args()","tmp_fun_0 = parser.parse_args()
options = tmp_fun_0[0]
args = tmp_fun_0[1]
",0,0,0,1,
CogView,https://github.com/THUDM/CogView/tree/master/vqvae/vqvae_zc.py,Quantize,forward_$41,"(_, embed_ind) = (-dist).max(1)","tmp_fun_0 = (-dist).max(1)
_ = tmp_fun_0[0]
embed_ind = tmp_fun_0[1]
",0,0,0,1,
tvm,https://github.com/apache/tvm/tree/master/tests/python/unittest/test_tir_transform_plan_update_buffer_allocation_location.py,,before$252,"(vi, vj, vk) = T.axis.remap('SSS', [i, j, k])","tmp_fun_0 = T.axis.remap('SSS', [i, j, k])
vi = tmp_fun_0[0]
vj = tmp_fun_0[1]
vk = tmp_fun_0[2]
",0,0,0,1,
Paddle,https://github.com/PaddlePaddle/Paddle/tree/master/python/paddle/fluid/tests/unittests/test_pool3d_api.py,TestPool3D_API,check_max_dygraph_stride_is_none$265,"(result, indices) = max_pool3d(input, kernel_size=2, stride=None, padding='SAME', return_mask=True)","tmp_fun_0 = max_pool3d(input, kernel_size=2, stride=None, padding='SAME', return_mask=True)
result = tmp_fun_0[0]
indices = tmp_fun_0[1]
",0,0,0,1,
jcvi,https://github.com/tanghaibao/jcvi/tree/master/jcvi/formats/bed.py,,merge$1242,"(opts, args) = p.parse_args(args)","tmp_fun_0 = p.parse_args(args)
opts = tmp_fun_0[0]
args = tmp_fun_0[1]
",0,0,0,1,
scrapy,https://github.com/scrapy/scrapy/tree/master/scrapy/utils/iterators.py,_StreamReader,_read_string$85,"(s, e) = (self._ptr, self._ptr + n)","s = self._ptr
e = self._ptr + n
",0,0,0,0,
sunpy,https://github.com/sunpy/sunpy/tree/master/sunpy/map/mapbase.py,GenericMap,_repr_html_$308,"(values, bins, patches) = ax.hist(finite_data.ravel(), bins=100)","tmp_fun_0 = ax.hist(finite_data.ravel(), bins=100)
values = tmp_fun_0[0]
bins = tmp_fun_0[1]
patches = tmp_fun_0[2]
",0,0,0,1,
tvm,https://github.com/apache/tvm/tree/master/python/tvm/topi/cuda/conv2d_nhwc_winograd.py,,schedule_bgemm_direct$226,"(fused, tx) = s[load].split(fused, cfg['tile_x'].size[2])","tmp_fun_0 = s[load].split(fused, cfg['tile_x'].size[2])
fused = tmp_fun_0[0]
tx = tmp_fun_0[1]
",0,0,0,1,
lightning-bolts,https://github.com/PyTorchLightning/lightning-bolts/tree/master/pl_bolts/models/rl/advantage_actor_critic_model.py,AdvantageActorCritic,train_batch$114,"(next_state, reward, done, _) = self.env.step(action)","tmp_fun_0 = self.env.step(action)
next_state = tmp_fun_0[0]
reward = tmp_fun_0[1]
done = tmp_fun_0[2]
_ = tmp_fun_0[3]
",0,0,0,1,
pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal/tree/master/torch_geometric_temporal/nn/attention/astgcn.py,ChebConvAttention,forward$111,"(TAx_0, TAx_1) = (TAx_1, TAx_2)","TAx_0 = TAx_1
TAx_1 = TAx_2
",0,0,0,0,
ansible,https://github.com/ansible/ansible/tree/master/lib/ansible/modules/pip.py,,main$634,"(rc, out_pip, err_pip) = module.run_command(cmd, path_prefix=path_prefix, cwd=chdir)","tmp_fun_0 = module.run_command(cmd, path_prefix=path_prefix, cwd=chdir)
rc = tmp_fun_0[0]
out_pip = tmp_fun_0[1]
err_pip = tmp_fun_0[2]
",0,0,0,1,
pupil,https://github.com/pupil-labs/pupil/tree/master/pupil_src/shared_modules/av_writer.py,,write_timestamps$60,"(name, ext) = os.path.splitext(video_file)","tmp_fun_0 = os.path.splitext(video_file)
name = tmp_fun_0[0]
ext = tmp_fun_0[1]
",0,0,0,1,
Mathics,https://github.com/mathics/Mathics/tree/master/mathics/core/evaluation.py,,run_with_timeout_and_stack$106,"(success, result) = queue.get()","tmp_fun_0 = queue.get()
success = tmp_fun_0[0]
result = tmp_fun_0[1]
",0,0,0,1,
mars,https://github.com/mars-project/mars/tree/master/mars/tensor/linalg/core.py,TSQR,tile$121,"(stage2_q_chunk, stage2_r_chunk) = qr_chunks","stage2_q_chunk = qr_chunks[0]
stage2_r_chunk = qr_chunks[1]
",0,0,0,0,
kolibri,https://github.com/learningequality/kolibri/tree/master/kolibri/core/auth/models.py,FacilityUserModelManager,get_or_create_os_user$630,"(os_username, is_superuser) = interface.get_os_user(auth_token)","tmp_fun_0 = interface.get_os_user(auth_token)
os_username = tmp_fun_0[0]
is_superuser = tmp_fun_0[1]
",0,0,0,1,
Age-Gender-Estimate-TF,https://github.com/BoyuanJiang/Age-Gender-Estimate-TF/tree/master//test.py,,choose_best_model$69,"(best_age_mae, best_age_idx) = (mean_error_age, idx)","best_age_mae = mean_error_age
best_age_idx = idx
",0,0,0,0,
python-spider,https://github.com/Jack-Cherish/python-spider/tree/master/video_downloader/MyQR/mylibs/data.py,,if_main_my$115,"(v, datacode) = encode(1, 'H', s)","tmp_fun_0 = encode(1, 'H', s)
v = tmp_fun_0[0]
datacode = tmp_fun_0[1]
",0,0,0,1,
pyvmomi,https://github.com/vmware/pyvmomi/tree/master/pyVmomi/SoapAdapter.py,SoapSerializer,_QName$367,"(ns, name) = GetQualifiedWsdlName(typ)","tmp_fun_0 = GetQualifiedWsdlName(typ)
ns = tmp_fun_0[0]
name = tmp_fun_0[1]
",0,0,0,1,
tvm,https://github.com/apache/tvm/tree/master/tests/python/relay/test_op_qnn_conv2d.py,,test_tflite_large_irregular$766,"(ref_func, qnn_func) = get_funcs(data_shape=data_shape, data_dtype=data_dtype, kernel_shape=kernel_shape, kernel_dtype=kernel_dtype, input_zero_point=127, kernel_zero_point=127, input_scale=1.0, kernel_scale=1.0, kernel_size=(1, 1), padding=(0, 0), strides=(1, 1), dilation=(1, 1), data_layout='NCHW', kernel_layout='OIHW', out_dtype='int32')","tmp_fun_0 = get_funcs(data_shape=data_shape, data_dtype=data_dtype, kernel_shape=kernel_shape, kernel_dtype=kernel_dtype, input_zero_point=127, kernel_zero_point=127, input_scale=1.0, kernel_scale=1.0, kernel_size=(1, 1), padding=(0, 0), strides=(1, 1), dilation=(1, 1), data_layout='NCHW', kernel_layout='OIHW', out_dtype='int32')
ref_func = tmp_fun_0[0]
qnn_func = tmp_fun_0[1]
",0,0,0,1,
sfepy,https://github.com/sfepy/sfepy/tree/master/sfepy/solvers/ls.py,ScipyIterative,__call__$315,"(sol, info) = self.solver(mtx, rhs, x0=x0, atol=eps_a, tol=eps_r, maxiter=i_max, callback=iter_callback, **solver_kwargs)","tmp_fun_0 = self.solver(mtx, rhs, x0=x0, atol=eps_a, tol=eps_r, maxiter=i_max, callback=iter_callback, **solver_kwargs)
sol = tmp_fun_0[0]
info = tmp_fun_0[1]
",0,0,0,1,
SSD,https://github.com/lufficc/SSD/tree/master/ssd/data/transforms/transforms.py,RandomSampleCrop,__call__$266,"(height, width, _) = image.shape","height = image.shape[0]
width = image.shape[1]
_ = image.shape[2]
",0,0,0,0,
poliastro,https://github.com/poliastro/poliastro/tree/master/src/poliastro/plotting/tisserand.py,TisserandPlotter,__init__$24,"(_, self.ax) = plt.subplots(1, 1)","tmp_fun_0 = plt.subplots(1, 1)
_ = tmp_fun_0[0]
self.ax = tmp_fun_0[1]
",0,0,0,1,
erpnext,https://github.com/frappe/erpnext/tree/master/erpnext/accounts/doctype/gl_entry/gl_entry.py,GLEntry,validate_cost_center$229,"(is_group, company) = frappe.get_cached_value('Cost Center', self.cost_center, ['is_group', 'company'])","tmp_fun_0 = frappe.get_cached_value('Cost Center', self.cost_center, ['is_group', 'company'])
is_group = tmp_fun_0[0]
company = tmp_fun_0[1]
",0,0,0,1,
deeptype,https://github.com/openai/deeptype/tree/master/wikidata_linker_utils_src/src/python/wikidata_linker_utils/offset_array.py,,save_record_with_offset$74,"(values, offsets) = convert_dict_to_offset_array(index2indices, total_size)","tmp_fun_0 = convert_dict_to_offset_array(index2indices, total_size)
values = tmp_fun_0[0]
offsets = tmp_fun_0[1]
",0,0,0,1,
real-url,https://github.com/wbt5/real-url/tree/master/danmu/danmaku/egame.py,MessageDecode,m$208,"(value, position) = self.f2(i, s_position)","tmp_fun_0 = self.f2(i, s_position)
value = tmp_fun_0[0]
position = tmp_fun_0[1]
",0,0,0,1,
iredis,https://github.com/laixintao/iredis/tree/master/iredis/commands.py,,_load_command$21,"(group, command, syntax, func_name) = line","group = line[0]
command = line[1]
syntax = line[2]
func_name = line[3]
",0,0,0,0,
MozDef,https://github.com/mozilla/MozDef/tree/master/tests/mq/plugins/test_large_strings.py,TestLargeStrings,test_large_details_message$13,"(retmessage, retmeta) = self.plugin.onMessage(msg, {})","tmp_fun_0 = self.plugin.onMessage(msg, {})
retmessage = tmp_fun_0[0]
retmeta = tmp_fun_0[1]
",0,0,0,1,
causalml,https://github.com/uber/causalml/tree/master/tests/test_meta_learners.py,,test_BaseXLearner_without_p$287,"(cate_p, _, _) = learner.fit_predict(X=X, treatment=treatment, y=y, return_ci=True, n_bootstraps=10)","tmp_fun_0 = learner.fit_predict(X=X, treatment=treatment, y=y, return_ci=True, n_bootstraps=10)
cate_p = tmp_fun_0[0]
_ = tmp_fun_0[1]
_ = tmp_fun_0[2]
",0,0,0,1,
sympy,https://github.com/sympy/sympy/tree/master/sympy/tensor/index_methods.py,,_get_indices_Mul$65,"(inds, dummies) = _remove_repeated(inds)","tmp_fun_0 = _remove_repeated(inds)
inds = tmp_fun_0[0]
dummies = tmp_fun_0[1]
",0,0,0,1,
pyroute2,https://github.com/svinota/pyroute2/tree/master/pyroute2.ndb/pr2modules/ndb/main.py,EventQueue,__init__$892,"self._bypass = self._queue = queue.Queue(*argv, **kwarg)","tmp_value = queue.Queue(*argv, **kwarg)
self._bypass = tmp_value
self._queue = tmp_value
",0,2,0,0,
websocket-client,https://github.com/websocket-client/websocket-client/tree/master/websocket/_core.py,WebSocket,recv_data$370,"(opcode, frame) = self.recv_data_frame(control_frame)","tmp_fun_0 = self.recv_data_frame(control_frame)
opcode = tmp_fun_0[0]
frame = tmp_fun_0[1]
",0,0,0,1,
softlearning,https://github.com/rail-berkeley/softlearning/tree/master/softlearning/algorithms/sac.py,SAC,_update_actor$209,"(actions, log_pis) = self._policy.actions_and_log_probs(observations)","tmp_fun_0 = self._policy.actions_and_log_probs(observations)
actions = tmp_fun_0[0]
log_pis = tmp_fun_0[1]
",0,0,0,1,
h,https://github.com/hypothesis/h/tree/master/tests/functional/api/errors_test.py,,append_header$162,"(_, token) = user_with_token","_ = user_with_token[0]
token = user_with_token[1]
",0,0,0,0,
subfinder,https://github.com/ausaki/subfinder/tree/master/subfinder/tools/compressed_file.py,CompressedFile,is_compressed_file$51,"(_, ext) = os.path.splitext(filename)","tmp_fun_0 = os.path.splitext(filename)
_ = tmp_fun_0[0]
ext = tmp_fun_0[1]
",0,0,0,1,
oio-sds,https://github.com/open-io/oio-sds/tree/master/tests/functional/container/test_container.py,,gen_names$67,"(i, index) = (index, index + 1)","i = index
index = index + 1
",0,0,0,0,
flax,https://github.com/google/flax/tree/master/flax/linen/transforms.py,,create_trans_fn$236,"(module_scopes, args, kwargs) = get_module_scopes(self, args, kwargs)","tmp_fun_0 = get_module_scopes(self, args, kwargs)
module_scopes = tmp_fun_0[0]
args = tmp_fun_0[1]
kwargs = tmp_fun_0[2]
",0,0,0,1,
NeoVintageous,https://github.com/NeoVintageous/NeoVintageous/tree/master/nv/commands.py,nv_vi_question_mark_impl,run$4350,"(pattern, flags) = process_search_pattern(self.view, pattern)","tmp_fun_0 = process_search_pattern(self.view, pattern)
pattern = tmp_fun_0[0]
flags = tmp_fun_0[1]
",0,0,0,1,
pennylane,https://github.com/PennyLaneAI/pennylane/tree/master/tests/ops/qubit/test_observables.py,TestHermitian,test_hermitian_eigendecomposition_multiple_wires$195,"(eigvals, eigvecs) = np.linalg.eigh(observable)","tmp_fun_0 = np.linalg.eigh(observable)
eigvals = tmp_fun_0[0]
eigvecs = tmp_fun_0[1]
",0,0,0,1,
GPflow,https://github.com/GPflow/GPflow/tree/master/gpflow/optimizers/natgrad.py,NaturalGradient,_natgrad_apply_gradients$278,"(xi1, xi2) = xi_transform.meanvarsqrt_to_xi(q_mu, q_sqrt)","tmp_fun_0 = xi_transform.meanvarsqrt_to_xi(q_mu, q_sqrt)
xi1 = tmp_fun_0[0]
xi2 = tmp_fun_0[1]
",0,0,0,1,
rlkit,https://github.com/rail-berkeley/rlkit/tree/master/rlkit/torch/networks/stochastic/distribution_generator.py,TanhGaussian,forward$86,"(mean, log_std) = super().forward(*input)","(mean, log_std) = super().forward(*input)
",0,0,1,0,
programmingbitcoin,https://github.com/jimmysong/programmingbitcoin/tree/master/code-ch05/ecc.py,S256Point,__init__$377,"(a, b) = (S256Field(A), S256Field(B))","a = S256Field(A)
b = S256Field(B)
",0,0,0,0,
GPflow,https://github.com/GPflow/GPflow/tree/master/gpflow/models/vgp.py,VGPOpperArchambeau,__init__$293,"(X_data, _Y_data) = self.data","X_data = self.data[0]
_Y_data = self.data[1]
",0,0,0,0,
scipy,https://github.com/scipy/scipy/tree/master/scipy/stats/tests/test_stats.py,Test_ttest_ind_permutations,test_ttest_ind_exact_distribution$4400,"(na, nb) = (len(a), len(b))","na = len(a)
nb = len(b)
",0,0,0,0,
asyncssh,https://github.com/ronf/asyncssh/tree/master/asyncssh/connection.py,SSHConnection,_report_global_response$1940,"(_, _, want_reply) = self._global_request_queue.pop(0)","tmp_fun_0 = self._global_request_queue.pop(0)
_ = tmp_fun_0[0]
_ = tmp_fun_0[1]
want_reply = tmp_fun_0[2]
",0,0,0,1,
jcvi,https://github.com/tanghaibao/jcvi/tree/master/jcvi/variation/str.py,,lobstrindex$1505,retained = total = 0,"tmp_value = 0
retained = tmp_value
total = tmp_value
",0,2,0,0,
python-docs-samples,https://github.com/GoogleCloudPlatform/python-docs-samples/tree/master/iot/api-client/mqtt_example/cloudiot_mqtt_image_test.py,,test_image$37,"(out, _) = capsys.readouterr()","tmp_fun_0 = capsys.readouterr()
out = tmp_fun_0[0]
_ = tmp_fun_0[1]
",0,0,0,1,
cloud-custodian,https://github.com/cloud-custodian/cloud-custodian/tree/master/c7n/cwe.py,CloudWatchEvents,match$82,v['ids'] = e = jmespath.compile('detail.%s' % v['ids']),"tmp_value = jmespath.compile('detail.%s' % v['ids'])
v['ids'] = tmp_value
e = tmp_value
",0,2,0,0,
ElegantRL,https://github.com/AI4Finance-Foundation/ElegantRL/tree/master/elegantrl/agents/AgentPPO.py,AgentPPO,select_actions$66,"(action, noise) = self.act.get_action(state)","tmp_fun_0 = self.act.get_action(state)
action = tmp_fun_0[0]
noise = tmp_fun_0[1]
",0,0,0,1,
mimic3-benchmarks,https://github.com/YerevaNN/mimic3-benchmarks/tree/master/mimic3models/feature_extractor.py,,calculate$49,"(L, R) = get_range(L, R, sub_period)","tmp_fun_0 = get_range(L, R, sub_period)
L = tmp_fun_0[0]
R = tmp_fun_0[1]
",0,0,0,1,
SC-FEGAN,https://github.com/run-youngjoo/SC-FEGAN/tree/master//model.py,Model,build_gen$29,"(x10, mask10) = gate_conv(x10, 8 * cnum, 3, 1, name='gconv10')","tmp_fun_0 = gate_conv(x10, 8 * cnum, 3, 1, name='gconv10')
x10 = tmp_fun_0[0]
mask10 = tmp_fun_0[1]
",0,0,0,1,
detectron2,https://github.com/facebookresearch/detectron2/tree/master/tests/layers/test_roi_align_rotated.py,ROIAlignRotatedTest,test_roi_align_rotated_gradient_cuda$128,"(pool_h, pool_w) = (5, 5)","pool_h = 5
pool_w = 5
",0,0,0,0,
Plex-Meta-Manager,https://github.com/meisnate12/Plex-Meta-Manager/tree/master/modules/library.py,Library,upload_images$162,"(_, image_compare, _) = self.config.Cache.query_image_map(item.ratingKey, f'{self.image_table_name}_backgrounds')","tmp_fun_0 = self.config.Cache.query_image_map(item.ratingKey, f'{self.image_table_name}_backgrounds')
_ = tmp_fun_0[0]
image_compare = tmp_fun_0[1]
_ = tmp_fun_0[2]
",0,0,0,1,
hivemind,https://github.com/learning-at-home/hivemind/tree/master/hivemind/moe/server/task_pool.py,TaskPool,_pool_output_loop$193,"(batch_index, batch_outputs) = self.outputs_receiver.recv()","tmp_fun_0 = self.outputs_receiver.recv()
batch_index = tmp_fun_0[0]
batch_outputs = tmp_fun_0[1]
",0,0,0,1,
WeasyPrint,https://github.com/Kozea/WeasyPrint/tree/master/weasyprint/layout/page.py,,make_box$306,"(quote_depth, counter_values, counter_scopes) = margin_state","quote_depth = margin_state[0]
counter_values = margin_state[1]
counter_scopes = margin_state[2]
",0,0,0,0,
scipy,https://github.com/scipy/scipy/tree/master/scipy/linalg/tests/test_decomp.py,TestSchur,test_simple$1902,"(tc2, zc2) = rsf2csf(tc, zc)","tmp_fun_0 = rsf2csf(tc, zc)
tc2 = tmp_fun_0[0]
zc2 = tmp_fun_0[1]
",0,0,0,1,
scikit-bio,https://github.com/biocore/scikit-bio/tree/master/skbio/diversity/_driver.py,,alpha_diversity$115,"(otu_ids, tree, kwargs) = _get_phylogenetic_kwargs(counts, **kwargs)","tmp_fun_0 = _get_phylogenetic_kwargs(counts, **kwargs)
otu_ids = tmp_fun_0[0]
tree = tmp_fun_0[1]
kwargs = tmp_fun_0[2]
",0,0,0,1,
st2,https://github.com/StackStorm/st2/tree/master/st2common/tests/integration/test_register_content_script.py,ContentRegisterScriptTestCase,test_register_from_packs_doesnt_throw_on_missing_pack_resource_folder$111,"(exit_code, _, stderr) = run_command(cmd=cmd)","tmp_fun_0 = run_command(cmd=cmd)
exit_code = tmp_fun_0[0]
_ = tmp_fun_0[1]
stderr = tmp_fun_0[2]
",0,0,0,1,
docker-systemctl-replacement,https://github.com/gdraheim/docker-systemctl-replacement/tree/master//testsuite.py,DockerSystemctlReplacementTest,test_2704_create_logs$4030,"(out, err, end) = output3(cmd.format(**locals()))","tmp_fun_0 = output3(cmd.format(**locals()))
out = tmp_fun_0[0]
err = tmp_fun_0[1]
end = tmp_fun_0[2]
",0,0,0,1,
visidata,https://github.com/saulpw/visidata/tree/master/visidata/loaders/sqlite.py,SqliteSheet,iterload$38,"(colnum, colname, coltype, nullable, defvalue, colkey, *_) = r","colnum = r[0]
colname = r[1]
coltype = r[2]
nullable = r[3]
defvalue = r[4]
colkey = r[5]
_ = r[6:]
",0,0,1,0,
fonttools,https://github.com/fonttools/fonttools/tree/master/Lib/fontTools/ttLib/tables/otConverters.py,AATLookup,buildFormat2$790,"(numUnits, unitSize) = (len(segments) + 1, valueSize + 4)","numUnits = len(segments) + 1
unitSize = valueSize + 4
",0,0,0,0,
pyhsmm,https://github.com/mattjj/pyhsmm/tree/master/pyhsmm/internals/hsmm_states.py,HSMMStatesPython,mf_aDsl$190,"self._mf_aDsl = aDsl = np.empty((self.T, self.num_states))","tmp_value = np.empty((self.T, self.num_states))
self._mf_aDsl = tmp_value
aDsl = tmp_value
",0,2,0,0,
PGL,https://github.com/PaddlePaddle/PGL/tree/master/apps/GNNAutoScale/examples/run.py,,main$133,"(best_val_acc, final_test_acc, log_epoch) = train_eval(model, feature, gcn_norm, criterion, optim, dataset, data_mode, eval_graph, best_val_acc, final_test_acc, num_batches, log_epoch, train_loader, eval_loader)","tmp_fun_0 = train_eval(model, feature, gcn_norm, criterion, optim, dataset, data_mode, eval_graph, best_val_acc, final_test_acc, num_batches, log_epoch, train_loader, eval_loader)
best_val_acc = tmp_fun_0[0]
final_test_acc = tmp_fun_0[1]
log_epoch = tmp_fun_0[2]
",0,0,0,1,
oauth2client,https://github.com/googleapis/oauth2client/tree/master/oauth2client/transport.py,,new_request$153,"(resp, content) = request(orig_request_method, uri, method, body, clean_headers(headers), redirections, connection_type)","tmp_fun_0 = request(orig_request_method, uri, method, body, clean_headers(headers), redirections, connection_type)
resp = tmp_fun_0[0]
content = tmp_fun_0[1]
",0,0,0,1,
chainer,https://github.com/chainer/chainer/tree/master/tests/chainer_tests/serializers_tests/test_npz.py,TestNpzDeserializerIgnoreNamesGroupHierachy,setUp$406,"(fd, path) = tempfile.mkstemp()","tmp_fun_0 = tempfile.mkstemp()
fd = tmp_fun_0[0]
path = tmp_fun_0[1]
",0,0,0,1,
lasertagger,https://github.com/google-research/lasertagger/tree/master/official_transformer/beam_search.py,SequenceBeamSearch,_grow_alive_seq$341,"(topk_log_probs, topk_indices) = tf.nn.top_k(flat_log_probs, k=beams_to_keep)","tmp_fun_0 = tf.nn.top_k(flat_log_probs, k=beams_to_keep)
topk_log_probs = tmp_fun_0[0]
topk_indices = tmp_fun_0[1]
",0,0,0,1,
salt,https://github.com/saltstack/salt/tree/master/salt/utils/pkg/win.py,WinSoftware,__get_software_details$1367,"(reg_key_all, _, _, _) = zip(*win32api.RegEnumKeyEx(handle))","(reg_key_all, _, _, _) = zip(*win32api.RegEnumKeyEx(handle))
",0,0,1,0,
sktime,https://github.com/alan-turing-institute/sktime/tree/master/sktime/forecasting/tests/test_theta.py,,test_forecaster_with_initial_level$48,"(y_train, y_test) = temporal_train_test_split(y)","tmp_fun_0 = temporal_train_test_split(y)
y_train = tmp_fun_0[0]
y_test = tmp_fun_0[1]
",0,0,0,1,
rl-teacher,https://github.com/nottombrown/rl-teacher/tree/master/rl_teacher/envs.py,UseReward,_step$57,"(ob, reward, done, info) = super()._step(a)","tmp_fun_0 = super()._step(a)
ob = tmp_fun_0[0]
reward = tmp_fun_0[1]
done = tmp_fun_0[2]
info = tmp_fun_0[3]
",0,0,0,1,
PIFu,https://github.com/shunsukesaito/PIFu/tree/master/apps/prt_util.py,,computePRT$87,"(vectors_orig, phi, theta) = sampleSphericalDirections(n)","tmp_fun_0 = sampleSphericalDirections(n)
vectors_orig = tmp_fun_0[0]
phi = tmp_fun_0[1]
theta = tmp_fun_0[2]
",0,0,0,1,
pygubu,https://github.com/alejandroautalan/pygubu/tree/master/tests/test_tkinterscrolledtext.py,TestText,setUp$26,self.builder = builder = pygubu.Builder(),"tmp_value = pygubu.Builder()
self.builder = tmp_value
builder = tmp_value
",0,2,0,0,
uncertainty-baselines,https://github.com/google/uncertainty-baselines/tree/master/baselines/jft/sngp.py,,main$81,"(logits, labels, _, masks) = batch_metric_args","logits = batch_metric_args[0]
labels = batch_metric_args[1]
_ = batch_metric_args[2]
masks = batch_metric_args[3]
",0,0,0,0,
tapas,https://github.com/google-research/tapas/tree/master/tapas/utils/synthesize_entablement.py,,_synthesize_condition$728,"(right, right_values) = _synthesize_expression(config, rng, table, column)","tmp_fun_0 = _synthesize_expression(config, rng, table, column)
right = tmp_fun_0[0]
right_values = tmp_fun_0[1]
",0,0,0,1,
django-tastypie,https://github.com/django-tastypie/django-tastypie/tree/master/tests/gis/tests/views.py,ViewsTestCase,test_posts$47,request._body = request._raw_post_data = post_data,"tmp_value = post_data
request._body = tmp_value
request._raw_post_data = tmp_value
",0,2,0,0,
checkov,https://github.com/bridgecrewio/checkov/tree/master/checkov/terraform/runner.py,Runner,_parse_files$464,"(file, parse_result, file_parsing_errors) = result","file = result[0]
parse_result = result[1]
file_parsing_errors = result[2]
",0,0,0,0,
DeepKE,https://github.com/zjunlp/DeepKE/tree/master/example/ae/standard/run.py,,main$24,"(train_losses, valid_losses) = ([], [])","train_losses = []
valid_losses = []
",0,0,0,0,
